word,pos,CEFR-J level,exact asset exists,already in curated dictionary,already found by open-world discovery
thankful,adjective,B1,no,no,no
thorough,adjective,B1,no,no,no
threatening,adjective,B1,no,no,no
thunderous,adjective,B1,no,no,no
timely,adjective,B1,no,no,no
tiny,adjective,B1,no,no,no
tiring,adjective,B1,no,no,no
top,adjective,B1,no,no,no
total,adjective,B1,no,no,no
tragic,adjective,B1,no,no,no
transitional,adjective,B1,no,no,no
tremendous,adjective,B1,no,no,no
tropical,adjective,B1,no,no,no
trustworthy,adjective,B1,no,no,no
typical,adjective,B1,no,no,no
unable,adjective,B1,no,no,no
unafraid,adjective,B1,no,no,no
unbelievable,adjective,B1,no,no,no
unclear,adjective,B1,no,no,no
uncontrollable,adjective,B1,no,no,no
underage,adjective,B1,no,no,no
unemployed,adjective,B1,no,no,no
unexpected,adjective,B1,no,no,no
unfit,adjective,B1,no,no,no
unfortunate,adjective,B1,no,no,no
unfriendly,adjective,B1,no,no,no
unheard,adjective,B1,no,no,no
uninterested,adjective,B1,no,no,no
uninteresting,adjective,B1,no,no,no
unique,adjective,B1,no,no,no
unlikely,adjective,B1,no,no,no
unlucky,adjective,B1,no,no,no
unpredictable,adjective,B1,no,no,no
unrelated,adjective,B1,no,no,no
untidy,adjective,B1,no,no,no
unwanted,adjective,B1,no,no,no
unwell,adjective,B1,no,no,no
up-to-date,adjective,B1,no,no,no
uplifted,adjective,B1,no,no,no
upper,adjective,B1,no,no,no
upstairs,adjective,B1,no,no,no
upward,adjective,B1,no,no,no
urgent,adjective,B1,no,no,no
useless,adjective,B1,no,no,no
vague,adjective,B1,no,no,no
vain,adjective,B1,no,no,no
valuable,adjective,B1,no,no,no
various,adjective,B1,no,no,no
vast,adjective,B1,no,no,no
vegetarian,adjective,B1,no,no,no
vice,adjective,B1,no,no,no
virtual,adjective,B1,no,no,no
visible,adjective,B1,no,no,no
visual,adjective,B1,no,no,no
vivid,adjective,B1,no,no,no
waste,adjective,B1,yes,yes,no
wasteful,adjective,B1,no,no,no
weird,adjective,B1,no,no,no
welcome,adjective,B1,yes,no,no
well-dressed,adjective,B1,no,no,no
widespread,adjective,B1,no,no,no
wizard,adjective,B1,no,no,no
working,adjective,B1,no,no,no
worn,adjective,B1,no,no,no
worth,adjective,B1,no,no,no
worthwhile,adjective,B1,no,no,no
worthy,adjective,B1,no,no,no
written,adjective,B1,no,no,no
abandoned,adjective,B2,no,no,no
aboriginal,adjective,B2,no,no,no
absurd,adjective,B2,no,no,no
achievable,adjective,B2,no,no,no
actual,adjective,B2,no,no,no
acute,adjective,B2,no,no,no
adaptable,adjective,B2,no,no,no
addicted,adjective,B2,no,no,no
adequate,adjective,B2,no,no,no
administrative,adjective,B2,no,no,no
admirable,adjective,B2,no,no,no
adopted,adjective,B2,no,no,no
adventurous,adjective,B2,no,no,no
adverse,adjective,B2,no,no,no
affectionate,adjective,B2,no,no,no
affordable,adjective,B2,no,no,no
ageless,adjective,B2,no,no,no
alphabetical,adjective,B2,no,no,no
ambiguous,adjective,B2,no,no,no
ample,adjective,B2,no,no,no
anonymous,adjective,B2,no,no,no
antiaircraft,adjective,B2,no,no,no
antibacterial,adjective,B2,no,no,no
antique,adjective,B2,no,no,no
antistatic,adjective,B2,no,no,no
appreciative,adjective,B2,no,no,no
approximate,adjective,B2,no,no,no
arctic,adjective,B2,no,no,no
arrogant,adjective,B2,no,no,no
astonished,adjective,B2,no,no,no
astonishing,adjective,B2,no,no,no
attached,adjective,B2,no,no,no
attainable,adjective,B2,no,no,no
attentive,adjective,B2,no,no,no
atypical,adjective,B2,no,no,no
authoritative,adjective,B2,no,no,no
bad-tempered,adjective,B2,no,no,no
balanced,adjective,B2,no,no,no
balky,adjective,B2,no,no,no
barren,adjective,B2,no,no,no
beneficial,adjective,B2,no,no,no
benevolent,adjective,B2,no,no,no
biological,adjective,B2,no,no,no
bizarre,adjective,B2,no,no,no
bloody,adjective,B2,no,no,no
blooming,adjective,B2,no,no,no
boiling,adjective,B2,no,no,no
bony,adjective,B2,no,no,no
bookish,adjective,B2,no,no,no
bossy,adjective,B2,no,no,no
bothered,adjective,B2,no,no,no
bothersome,adjective,B2,no,no,no
breakable,adjective,B2,no,no,no
breathtaking,adjective,B2,no,no,no
breezy,adjective,B2,no,no,no
budget,adjective,B2,no,no,no
burdensome,adjective,B2,no,no,no
bustling,adjective,B2,no,no,no
carefree,adjective,B2,no,no,no
caring,adjective,B2,no,no,no
catastrophic,adjective,B2,no,no,no
catchy,adjective,B2,no,no,no
chaotic,adjective,B2,no,no,no
characteristic,adjective,B2,no,no,no
charming,adjective,B2,no,no,no
cheeky,adjective,B2,no,no,no
cherished,adjective,B2,no,no,no
childish,adjective,B2,no,no,no
citywide,adjective,B2,no,no,no
clerical,adjective,B2,no,no,no
clumsy,adjective,B2,yes,no,no
coarse,adjective,B2,no,no,no
coherent,adjective,B2,no,no,no
colonial,adjective,B2,no,no,no
communicative,adjective,B2,no,no,no
compassionate,adjective,B2,no,no,no
compatible,adjective,B2,no,no,no
competent,adjective,B2,no,no,no
comprehensive,adjective,B2,no,no,no
compulsory,adjective,B2,no,no,no
conceivable,adjective,B2,no,no,no
concrete,adjective,B2,no,no,no
consistent,adjective,B2,no,no,no
constant,adjective,B2,no,no,no
contemporary,adjective,B2,no,no,no
content,adjective,B2,no,no,no
contradictory,adjective,B2,no,no,no
conventional,adjective,B2,no,no,no
convinced,adjective,B2,no,no,no
cooperative,adjective,B2,no,no,no
corporal,adjective,B2,no,no,no
corporate,adjective,B2,no,no,no
corresponding,adjective,B2,no,no,no
corrupt,adjective,B2,no,no,no
costly,adjective,B2,no,no,no
countrywide,adjective,B2,no,no,no
cowardly,adjective,B2,no,no,no
cozy,adjective,B2,no,no,no
creepy,adjective,B2,no,no,no
criminal,adjective,B2,no,no,no
crucial,adjective,B2,no,no,no
daft,adjective,B2,no,no,no
damn,adjective,B2,no,no,no
darling,adjective,B2,no,no,no
dated,adjective,B2,no,no,no
de facto,adjective,B2,no,no,no
decent,adjective,B2,no,no,no
deceptive,adjective,B2,no,no,no
decisive,adjective,B2,no,no,no
decorative,adjective,B2,no,no,no
deep,adjective,B2,no,no,no
deliberate,adjective,B2,no,no,no
demanding,adjective,B2,no,no,no
dense,adjective,B2,no,no,no
dental,adjective,B2,no,no,no
dependable,adjective,B2,no,no,no
descriptive,adjective,B2,no,no,no
designer,adjective,B2,no,no,no
desirable,adjective,B2,no,no,no
detailed,adjective,B2,no,no,no
determined,adjective,B2,no,no,no
developing,adjective,B2,no,no,no
devoted,adjective,B2,no,no,no
dim,adjective,B2,no,no,no
disorderly,adjective,B2,no,no,no
disorganized,adjective,B2,no,no,no
dispensable,adjective,B2,no,no,no
dissatisfied,adjective,B2,no,no,no
distinguished,adjective,B2,no,no,no
distressing,adjective,B2,no,no,no
divided,adjective,B2,no,no,no
domestic,adjective,B2,no,no,no
doubtful,adjective,B2,no,no,no
down,adjective,B2,no,no,no
dreadful,adjective,B2,no,no,no
dreamy,adjective,B2,no,no,no
drinkable,adjective,B2,no,no,no
dumb,adjective,B2,no,no,no
dynamic,adjective,B2,no,no,no
economical,adjective,B2,no,no,no
ecstatic,adjective,B2,no,no,no
educated,adjective,B2,no,no,no
elective,adjective,B2,no,no,no
elegant,adjective,B2,no,no,no
elemental,adjective,B2,no,no,no
eligible,adjective,B2,no,no,no
eloquent,adjective,B2,no,no,no
enduring,adjective,B2,no,no,no
entertaining,adjective,B2,no,no,no
environmentally friendly,adjective,B2,no,no,no
erect,adjective,B2,no,no,no
estimated,adjective,B2,no,no,no
ethnic,adjective,B2,no,no,no
everlasting,adjective,B2,no,no,no
evil,adjective,B2,no,no,no
exceptional,adjective,B2,no,no,no
excessive,adjective,B2,no,no,no
executive,adjective,B2,no,no,no
exhausting,adjective,B2,no,no,no
existing,adjective,B2,no,no,no
exotic,adjective,B2,no,no,no
expected,adjective,B2,no,no,no
expert,adjective,B2,no,no,no
explosive,adjective,B2,no,no,no
expressive,adjective,B2,yes,no,no
exquisite,adjective,B2,no,no,no
extensive,adjective,B2,no,no,no
external,adjective,B2,no,no,no
exultant,adjective,B2,no,no,no
fabulous,adjective,B2,no,no,no
far,adjective,B2,no,no,no
fascinated,adjective,B2,no,no,no
fatal,adjective,B2,no,no,no
faulty,adjective,B2,no,no,no
fearsome,adjective,B2,no,no,no
fed up,adjective,B2,no,no,no
federal,adjective,B2,no,no,no
fellow,adjective,B2,no,no,no
fictional,adjective,B2,no,no,no
fierce,adjective,B2,no,no,no
figurative,adjective,B2,no,no,no
filial,adjective,B2,no,no,no
fiscal,adjective,B2,no,no,no
fixed,adjective,B2,no,no,no
flawless,adjective,B2,no,no,no
flexible,adjective,B2,no,no,no
fluid,adjective,B2,no,no,no
formidable,adjective,B2,no,no,no
forthcoming,adjective,B2,no,no,no
foul,adjective,B2,yes,no,no
friendly,adjective,B2,no,no,no
frugal,adjective,B2,no,no,no
functional,adjective,B2,no,no,no
fundamental,adjective,B2,no,no,no
funky,adjective,B2,no,no,no
furious,adjective,B2,no,no,no
gaudy,adjective,B2,no,no,no
genuine,adjective,B2,no,no,no
geographic,adjective,B2,no,no,no
glamorous,adjective,B2,no,no,no
glocal,adjective,B2,no,no,no
gloomy,adjective,B2,no,no,no
godly,adjective,B2,no,no,no
governmental,adjective,B2,no,no,no
gradual,adjective,B2,no,no,no
grand,adjective,B2,no,no,no
grim,adjective,B2,no,no,no
gross,adjective,B2,no,no,no
growing,adjective,B2,no,no,no
grown-up,adjective,B2,no,no,no
gymnastic,adjective,B2,no,no,no
hairy,adjective,B2,no,no,no
harmless,adjective,B2,no,no,no
haunting,adjective,B2,no,no,no
hazardous,adjective,B2,no,no,no
heartbreaking,adjective,B2,no,no,no
heartwarming,adjective,B2,no,no,no
high-tech,adjective,B2,no,no,no
hilarious,adjective,B2,no,no,no
hollow,adjective,B2,no,no,no
homeward,adjective,B2,no,no,no
honorable,adjective,B2,no,no,no
hospitable,adjective,B2,no,no,no
hourly,adjective,B2,no,no,no
humane,adjective,B2,no,no,no
humble,adjective,B2,no,no,no
humiliating,adjective,B2,no,no,no
hybrid,adjective,B2,no,no,no
icy,adjective,B2,no,no,no
identical,adjective,B2,no,no,no
idle,adjective,B2,no,no,no
ignorant,adjective,B2,no,no,no
immoral,adjective,B2,no,no,no
immortal,adjective,B2,no,no,no
impartial,adjective,B2,no,no,no
impermanent,adjective,B2,no,no,no
impolite,adjective,B2,no,no,no
impractical,adjective,B2,no,no,no
impressed,adjective,B2,no,no,no
improbable,adjective,B2,no,no,no
improved,adjective,B2,no,no,no
impulsive,adjective,B2,no,no,no
inaccurate,adjective,B2,no,no,no
inadequate,adjective,B2,no,no,no
inanimate,adjective,B2,no,no,no
inborn,adjective,B2,no,no,no
incurable,adjective,B2,no,no,no
indebted,adjective,B2,no,no,no
indescribable,adjective,B2,no,no,no
indifferent,adjective,B2,no,no,no
indispensable,adjective,B2,no,no,no
indulgent,adjective,B2,no,no,no
ineffective,adjective,B2,no,no,no
inert,adjective,B2,no,no,no
inexperienced,adjective,B2,no,no,no
infected,adjective,B2,no,no,no
infectious,adjective,B2,no,no,no
inflammatory,adjective,B2,no,no,no
influential,adjective,B2,no,no,no
informal,adjective,B2,no,no,no
initial,adjective,B2,no,no,no
injured,adjective,B2,no,no,no
innate,adjective,B2,no,no,no
innovative,adjective,B2,no,no,no
inseparable,adjective,B2,no,no,no
inside,adjective,B2,no,no,no
inspirational,adjective,B2,no,no,no
insufficient,adjective,B2,no,no,no
intellectual,adjective,B2,no,no,no
intent,adjective,B2,no,no,no
interactive,adjective,B2,no,no,no
interpersonal,adjective,B2,no,no,no
intimate,adjective,B2,no,no,no
intransitive,adjective,B2,no,no,no
intravenous,adjective,B2,no,no,no
invariable,adjective,B2,no,no,no
invisible,adjective,B2,no,no,no
irrational,adjective,B2,no,no,no
irresistible,adjective,B2,no,no,no
irresponsible,adjective,B2,no,no,no
irritated,adjective,B2,no,no,no
irritating,adjective,B2,no,no,no
keen,adjective,B2,no,no,no
known,adjective,B2,no,no,no
lame,adjective,B2,no,no,no
last-minute,adjective,B2,no,no,no
later,adjective,B2,no,no,no
latter,adjective,B2,no,no,no
legendary,adjective,B2,no,no,no
legislative,adjective,B2,no,no,no
legitimate,adjective,B2,no,no,no
lengthy,adjective,B2,no,no,no
liberal,adjective,B2,no,no,no
lifeless,adjective,B2,no,no,no
literal,adjective,B2,no,no,no
long-distance,adjective,B2,no,no,no
long-term,adjective,B2,no,no,no
lousy,adjective,B2,no,no,no
lucrative,adjective,B2,no,no,no
lush,adjective,B2,no,no,no
luxurious,adjective,B2,no,no,no
luxury,adjective,B2,no,no,no
manual,adjective,B2,yes,no,no
mathematical,adjective,B2,no,no,no
mature,adjective,B2,no,no,no
medieval,adjective,B2,no,no,no
mediocre,adjective,B2,no,no,no
metric,adjective,B2,no,no,no
microscopic,adjective,B2,no,no,no
mighty,adjective,B2,no,no,no
miniature,adjective,B2,no,no,no
misleading,adjective,B2,no,no,no
mistrustful,adjective,B2,no,no,no
mock,adjective,B2,no,no,no
modest,adjective,B2,no,no,no
momentary,adjective,B2,no,no,no
moody,adjective,B2,no,no,no
moral,adjective,B2,no,no,no
mortal,adjective,B2,no,no,no
motivated,adjective,B2,no,no,no
mournful,adjective,B2,no,no,no
moving,adjective,B2,no,no,no
muddy,adjective,B2,no,no,no
multiple,adjective,B2,no,no,no
mutable,adjective,B2,no,no,no
narcissistic,adjective,B2,no,no,no
nationwide,adjective,B2,no,no,no
naughty,adjective,B2,no,no,no
naval,adjective,B2,no,no,no
neat,adjective,B2,no,no,no
needless,adjective,B2,no,no,no
needy,adjective,B2,no,no,no
neighboring,adjective,B2,no,no,no
newsworthy,adjective,B2,no,no,no
noble,adjective,B2,no,no,no
non-smoking,adjective,B2,no,no,no
nonprofessional,adjective,B2,no,no,no
numerical,adjective,B2,no,no,no
obedient,adjective,B2,no,no,no
objective,adjective,B2,no,no,no
obsessive,adjective,B2,no,no,no
odd,adjective,B2,no,no,no
offshore,adjective,B2,no,no,no
optimistic,adjective,B2,no,no,no
optional,adjective,B2,no,no,no
oral,adjective,B2,no,no,no
orchestral,adjective,B2,no,no,no
outrageous,adjective,B2,no,no,no
outside,adjective,B2,no,no,no
oval,adjective,B2,no,no,no
overall,adjective,B2,no,no,no
overseas,adjective,B2,no,no,no
oversize,adjective,B2,no,no,no
packed,adjective,B2,no,no,no
pandemic,adjective,B2,no,no,no
paperless,adjective,B2,no,no,no
paramedic,adjective,B2,no,no,no
particular,adjective,B2,no,no,no
passionate,adjective,B2,no,no,no
pastoral,adjective,B2,no,no,no
patriotic,adjective,B2,no,no,no
pedantic,adjective,B2,no,no,no
persistent,adjective,B2,no,no,no
pessimistic,adjective,B2,no,no,no
petrified,adjective,B2,no,no,no
petty,adjective,B2,no,no,no
philosophical,adjective,B2,no,no,no
picky,adjective,B2,no,no,no
picturesque,adjective,B2,no,no,no
pointless,adjective,B2,no,no,no
posh,adjective,B2,no,no,no
possessed,adjective,B2,no,no,no
postal,adjective,B2,no,no,no
potent,adjective,B2,no,no,no
potential,adjective,B2,no,no,no
predicative,adjective,B2,no,no,no
predictable,adjective,B2,no,no,no
predictive,adjective,B2,no,no,no
preferable,adjective,B2,no,no,no
prehistoric,adjective,B2,no,no,no
preindustrial,adjective,B2,no,no,no
preliminary,adjective,B2,no,no,no
presidential,adjective,B2,no,no,no
prestigious,adjective,B2,no,no,no
pretend,adjective,B2,no,no,no
preventive,adjective,B2,no,no,no
priceless,adjective,B2,no,no,no
primary,adjective,B2,no,no,no
prime,adjective,B2,no,no,no
prior,adjective,B2,no,no,no
probable,adjective,B2,no,no,no
profitable,adjective,B2,no,no,no
prompt,adjective,B2,no,no,no
proposed,adjective,B2,no,no,no
proven,adjective,B2,no,no,no
punctual,adjective,B2,no,no,no
purposeful,adjective,B2,no,no,no
puzzled,adjective,B2,no,no,no
quarrelsome,adjective,B2,no,no,no
queer,adjective,B2,no,no,no
quit,adjective,B2,no,no,no
quotable,adjective,B2,no,no,no
rash,adjective,B2,no,no,no
rear,adjective,B2,no,no,no
rebellious,adjective,B2,no,no,no
recommendable,adjective,B2,no,no,no
rectangular,adjective,B2,no,no,no
redundant,adjective,B2,no,no,no
referent,adjective,B2,no,no,no
reflective,adjective,B2,no,no,no
related,adjective,B2,no,no,no
relevant,adjective,B2,no,no,no
relieved,adjective,B2,no,no,no
reluctant,adjective,B2,no,no,no
remaining,adjective,B2,no,no,no
resonant,adjective,B2,no,no,no
respected,adjective,B2,no,no,no
respiratory,adjective,B2,no,no,no
revolutionary,adjective,B2,no,no,no
rhythmic,adjective,B2,no,no,no
risky,adjective,B2,no,no,no
roast,adjective,B2,yes,no,no
rocky,adjective,B2,no,no,no
rosy,adjective,B2,no,no,no
ruinous,adjective,B2,no,no,no
rural,adjective,B2,no,no,no
rusty,adjective,B2,no,no,no
salty,adjective,B2,no,no,no
sanitary,adjective,B2,no,no,no
satisfactory,adjective,B2,no,no,no
scheduled,adjective,B2,no,no,no
seasonal,adjective,B2,no,no,no
secondary,adjective,B2,no,no,no
self-confident,adjective,B2,no,no,no
selfless,adjective,B2,no,no,no
sensible,adjective,B2,no,no,no
sensitive,adjective,B2,no,no,no
serene,adjective,B2,no,no,no
serial,adjective,B2,no,no,no
sexual,adjective,B2,no,no,no
sexy,adjective,B2,no,no,no
shabby,adjective,B2,no,no,no
shaken,adjective,B2,no,no,no
shakespearean,adjective,B2,no,no,no
shaky,adjective,B2,no,no,no
short-term,adjective,B2,no,no,no
simultaneous,adjective,B2,no,no,no
sincere,adjective,B2,no,no,no
skilled,adjective,B2,no,no,no
skillful,adjective,B2,no,no,no
slight,adjective,B2,no,no,no
sloppy,adjective,B2,no,no,no
so-called,adjective,B2,no,no,no
soaked,adjective,B2,no,no,no
soaking,adjective,B2,no,no,no
sociable,adjective,B2,no,no,no
solar,adjective,B2,no,no,no
solo,adjective,B2,no,no,no
sophisticated,adjective,B2,no,no,no
sound,adjective,B2,no,no,no
spare,adjective,B2,no,no,no
sparkling,adjective,B2,no,no,no
spellbound,adjective,B2,no,no,no
standard,adjective,B2,no,no,no
standby,adjective,B2,no,no,no
starving,adjective,B2,no,no,no
state,adjective,B2,no,no,no
steely,adjective,B2,no,no,no
stern,adjective,B2,no,no,no
stiff,adjective,B2,no,no,no
stingy,adjective,B2,no,no,no
straightforward,adjective,B2,no,no,no
striking,adjective,B2,no,no,no
subtle,adjective,B2,no,no,no
successive,adjective,B2,no,no,no
superb,adjective,B2,no,no,no
supernatural,adjective,B2,no,no,no
suspicious,adjective,B2,no,no,no
swift,adjective,B2,no,no,no
symbolic,adjective,B2,no,no,no
sympathetic,adjective,B2,no,no,no
tabloid,adjective,B2,no,no,no
tactile,adjective,B2,no,no,no
tame,adjective,B2,no,no,no
tanned,adjective,B2,no,no,no
technical,adjective,B2,no,no,no
temperate,adjective,B2,no,no,no
tender,adjective,B2,no,no,no
terrifying,adjective,B2,no,no,no
thoughtful,adjective,B2,no,no,no
thoughtless,adjective,B2,no,no,no
thrilled,adjective,B2,no,no,no
thrilling,adjective,B2,no,no,no
timeless,adjective,B2,no,no,no
tiresome,adjective,B2,no,no,no
tolerant,adjective,B2,no,no,no
tough,adjective,B2,no,no,no
toxic,adjective,B2,no,no,no
transient,adjective,B2,no,no,no
transitive,adjective,B2,no,no,no
transparent,adjective,B2,no,no,no
tricky,adjective,B2,no,no,no
trivial,adjective,B2,no,no,no
tropic,adjective,B2,no,no,no
troublesome,adjective,B2,no,no,no
trusty,adjective,B2,no,no,no
truthful,adjective,B2,no,no,no
turbulent,adjective,B2,no,no,no
twisted,adjective,B2,no,no,no
ultimate,adjective,B2,no,no,no
unacceptable,adjective,B2,no,no,no
unattractive,adjective,B2,no,no,no
unauthorized,adjective,B2,no,no,no
unavailable,adjective,B2,no,no,no
unaware,adjective,B2,no,no,no
unbearable,adjective,B2,no,no,no
unbeatable,adjective,B2,no,no,no
unchanged,adjective,B2,no,no,no
uncharacteristic,adjective,B2,no,no,no
uncommon,adjective,B2,no,no,no
unconcerned,adjective,B2,no,no,no
unconscious,adjective,B2,no,no,no
underground,adjective,B2,yes,yes,no
undersea,adjective,B2,no,no,no
understandable,adjective,B2,no,no,no
understanding,adjective,B2,no,no,no
undreamed,adjective,B2,no,no,no
undressed,adjective,B2,no,no,no
unenthusiastic,adjective,B2,no,no,no
uneven,adjective,B2,no,no,no
unfamiliar,adjective,B2,no,no,no
unfashionable,adjective,B2,no,no,no
unforeseen,adjective,B2,no,no,no
ungodly,adjective,B2,no,no,no
unhelpful,adjective,B2,no,no,no
unimaginable,adjective,B2,no,no,no
united,adjective,B2,no,no,no
universal,adjective,B2,no,no,no
unkind,adjective,B2,no,no,no
unlimited,adjective,B2,no,no,no
unmistakable,adjective,B2,no,no,no
unnatural,adjective,B2,no,no,no
unofficial,adjective,B2,no,no,no
unpopular,adjective,B2,no,no,no
unrealistic,adjective,B2,no,no,no
unreasonable,adjective,B2,no,no,no
unreliable,adjective,B2,no,no,no
unsafe,adjective,B2,no,no,no
unsatisfactory,adjective,B2,no,no,no
unselfish,adjective,B2,no,no,no
unstoppable,adjective,B2,no,no,no
unsuccessful,adjective,B2,no,no,no
unsuitable,adjective,B2,no,no,no
unsure,adjective,B2,no,no,no
untalented,adjective,B2,no,no,no
untreated,adjective,B2,no,no,no
untrimmed,adjective,B2,no,no,no
unwilling,adjective,B2,no,no,no
unwise,adjective,B2,no,no,no
unworldly,adjective,B2,no,no,no
upright,adjective,B2,no,no,no
upside down,adjective,B2,no,no,no
urban,adjective,B2,no,no,no
vacant,adjective,B2,no,no,no
valid,adjective,B2,no,no,no
varied,adjective,B2,no,no,no
verbal,adjective,B2,no,no,no
very,adjective,B2,no,no,no
vigorous,adjective,B2,no,no,no
vital,adjective,B2,no,no,no
waterproof,adjective,B2,no,no,no
wealthy,adjective,B2,no,no,no
wearisome,adjective,B2,no,no,no
weary,adjective,B2,no,no,no
well-balanced,adjective,B2,no,no,no
well-built,adjective,B2,no,no,no
well-organized,adjective,B2,no,no,no
well-paid,adjective,B2,no,no,no
western,adjective,B2,no,no,no
willing,adjective,B2,no,no,no
winding,adjective,B2,no,no,no
witty,adjective,B2,no,no,no
wondrous,adjective,B2,no,no,no
workaholic,adjective,B2,no,no,no
worldly,adjective,B2,no,no,no
worldwide,adjective,B2,no,no,no
wornout,adjective,B2,no,no,no
worrying,adjective,B2,no,no,no
worthless,adjective,B2,no,no,no
youthful,adjective,B2,no,no,no
yummy,adjective,B2,no,no,no
