word,pos,CEFR-J level,exact asset exists,already in curated dictionary,already found by open-world discovery
conceive,verb,B2,no,no,no
concern,verb,B2,no,no,no
condemn,verb,B2,no,no,no
conduct,verb,B2,yes,no,no
confess,verb,B2,no,no,no
confine,verb,B2,no,no,no
confront,verb,B2,no,no,no
console,verb,B2,no,no,no
consult,verb,B2,no,no,no
contaminate,verb,B2,no,no,no
contradict,verb,B2,no,no,no
convert,verb,B2,no,no,no
cool,verb,B2,no,no,no
cooperate,verb,B2,no,no,no
cope,verb,B2,no,no,no
correct,verb,B2,no,no,no
correspond,verb,B2,no,no,no
crack,verb,B2,yes,no,no
crawl,verb,B2,yes,no,no
cruise,verb,B2,no,no,no
crystallize,verb,B2,yes,no,no
cure,verb,B2,no,no,no
dash,verb,B2,yes,no,no
debit,verb,B2,no,no,no
decay,verb,B2,no,no,no
deceive,verb,B2,no,no,no
decline,verb,B2,no,no,no
decorate,verb,B2,yes,no,no
deduce,verb,B2,no,no,no
deem,verb,B2,no,no,no
defy,verb,B2,no,no,no
dehumanize,verb,B2,no,no,no
delight,verb,B2,no,no,no
demolish,verb,B2,no,no,no
deposit,verb,B2,no,no,no
descend,verb,B2,no,no,no
desire,verb,B2,no,no,no
despise,verb,B2,no,no,no
detach,verb,B2,no,no,no
detect,verb,B2,no,no,no
devote,verb,B2,no,no,no
dignify,verb,B2,no,no,no
dip,verb,B2,yes,no,no
disapprove,verb,B2,no,no,no
disconnect,verb,B2,no,no,no
discredit,verb,B2,no,no,no
discriminate,verb,B2,no,no,no
disguise,verb,B2,yes,no,no
disillusion,verb,B2,no,no,no
dismiss,verb,B2,no,no,no
displace,verb,B2,no,no,no
disqualify,verb,B2,no,no,no
disrupt,verb,B2,no,no,no
distract,verb,B2,no,no,no
divert,verb,B2,no,no,no
divorce,verb,B2,no,no,no
dominate,verb,B2,no,no,no
donate,verb,B2,no,no,no
double,verb,B2,no,no,no
doubt,verb,B2,no,no,no
downsize,verb,B2,no,no,no
drain,verb,B2,yes,yes,no
dread,verb,B2,no,no,no
ease,verb,B2,no,no,no
edit,verb,B2,no,no,no
elect,verb,B2,no,no,no
employ,verb,B2,no,no,no
encounter,verb,B2,no,no,no
endorse,verb,B2,no,no,no
enforce,verb,B2,no,no,no
engulf,verb,B2,no,no,no
enhance,verb,B2,no,no,no
enroll,verb,B2,no,no,no
entitle,verb,B2,no,no,no
envy,verb,B2,no,no,no
equal,verb,B2,no,no,no
equip,verb,B2,no,no,no
erupt,verb,B2,no,no,no
evacuate,verb,B2,no,no,no
evaluate,verb,B2,no,no,no
evolve,verb,B2,no,no,no
exalt,verb,B2,no,no,no
exceed,verb,B2,no,no,no
excel,verb,B2,no,no,no
exclaim,verb,B2,no,no,no
exclude,verb,B2,no,no,no
execute,verb,B2,no,no,no
exhibit,verb,B2,no,no,no
experiment,verb,B2,no,no,no
explode,verb,B2,no,no,no
exploit,verb,B2,no,no,no
export,verb,B2,no,no,no
extract,verb,B2,no,no,no
facilitate,verb,B2,no,no,no
faint,verb,B2,no,no,no
falter,verb,B2,no,no,no
familiarize,verb,B2,no,no,no
fear,verb,B2,no,no,no
feature,verb,B2,no,no,no
file,verb,B2,yes,no,yes
fine,verb,B2,no,no,no
fire,verb,B2,yes,no,no
flap,verb,B2,yes,no,no
flash,verb,B2,yes,yes,no
flee,verb,B2,yes,no,no
flip,verb,B2,yes,no,no
force,verb,B2,no,no,no
foresee,verb,B2,no,no,no
found,verb,B2,no,no,no
frame,verb,B2,yes,yes,no
freak,verb,B2,no,no,no
free,verb,B2,no,no,no
fulfill,verb,B2,no,no,no
generalize,verb,B2,no,no,no
glorify,verb,B2,no,no,no
gossip,verb,B2,no,no,no
grade,verb,B2,no,no,no
grieve,verb,B2,no,no,no
grip,verb,B2,no,no,no
guarantee,verb,B2,no,no,no
guard,verb,B2,yes,no,no
hail,verb,B2,yes,yes,yes
hammer,verb,B2,yes,yes,yes
haunt,verb,B2,no,no,no
heap,verb,B2,no,no,no
hijack,verb,B2,no,no,no
honor,verb,B2,no,no,no
hook,verb,B2,yes,yes,yes
hospitalize,verb,B2,no,no,no
hover,verb,B2,no,no,no
humanize,verb,B2,no,no,no
humiliate,verb,B2,no,no,no
hush,verb,B2,no,no,no
identify,verb,B2,no,no,no
idolize,verb,B2,no,no,no
illustrate,verb,B2,no,no,no
immerse,verb,B2,no,no,no
implement,verb,B2,no,no,no
imply,verb,B2,no,no,no
import,verb,B2,no,no,no
impose,verb,B2,no,no,no
imprison,verb,B2,no,no,no
inch,verb,B2,no,no,no
incur,verb,B2,no,no,no
indent,verb,B2,no,no,no
indulge,verb,B2,no,no,no
industrialize,verb,B2,no,no,no
infect,verb,B2,no,no,no
infer,verb,B2,no,no,no
inflate,verb,B2,yes,no,no
influence,verb,B2,no,no,no
infringe,verb,B2,no,no,no
inhabit,verb,B2,no,no,no
inherit,verb,B2,no,no,no
inquire,verb,B2,no,no,no
inspect,verb,B2,no,no,no
instill,verb,B2,no,no,no
instruct,verb,B2,no,no,no
insult,verb,B2,no,no,no
integrate,verb,B2,no,no,no
interfere,verb,B2,no,no,no
interpret,verb,B2,no,no,no
intrude,verb,B2,no,no,no
investigate,verb,B2,no,no,no
invoke,verb,B2,no,no,no
issue,verb,B2,no,no,no
italicize,verb,B2,no,no,no
itch,verb,B2,no,no,no
jam,verb,B2,yes,no,no
jeopardize,verb,B2,no,no,no
justify,verb,B2,no,no,no
kneel,verb,B2,yes,no,no
lack,verb,B2,no,no,no
leak,verb,B2,yes,no,no
lean,verb,B2,yes,no,no
legislate,verb,B2,no,no,no
lengthen,verb,B2,no,no,no
level,verb,B2,yes,no,yes
lick,verb,B2,yes,no,no
lighten,verb,B2,no,no,no
line,verb,B2,no,no,no
linger,verb,B2,no,no,no
list,verb,B2,no,no,no
load,verb,B2,yes,no,no
lower,verb,B2,yes,no,no
magnify,verb,B2,no,no,no
manipulate,verb,B2,no,no,no
manufacture,verb,B2,no,no,no
mechanize,verb,B2,no,no,no
merge,verb,B2,no,no,no
mess,verb,B2,no,no,no
mistreat,verb,B2,no,no,no
misunderstand,verb,B2,no,no,no
modernize,verb,B2,no,no,no
mortify,verb,B2,no,no,no
mount,verb,B2,yes,no,no
multiply,verb,B2,no,no,no
mumble,verb,B2,no,no,no
muse,verb,B2,no,no,no
mutter,verb,B2,no,no,no
mystify,verb,B2,no,no,no
navigate,verb,B2,no,no,no
nod,verb,B2,yes,no,no
nourish,verb,B2,no,no,no
obey,verb,B2,no,no,no
object,verb,B2,no,no,no
obsess,verb,B2,no,no,no
offend,verb,B2,no,no,no
originate,verb,B2,no,no,no
outdistance,verb,B2,no,no,no
outdo,verb,B2,no,no,no
outgrow,verb,B2,no,no,no
outlive,verb,B2,no,no,no
outshine,verb,B2,no,no,no
overbook,verb,B2,no,no,no
overemphasize,verb,B2,no,no,no
overestimate,verb,B2,no,no,no
overhear,verb,B2,no,no,no
overlook,verb,B2,no,no,no
overshadow,verb,B2,no,no,no
overstep,verb,B2,no,no,no
overtake,verb,B2,no,no,no
overthrow,verb,B2,no,no,no
overturn,verb,B2,no,no,no
panic,verb,B2,no,no,no
part,verb,B2,no,no,no
pave,verb,B2,no,no,no
pee,verb,B2,no,no,no
peel,verb,B2,yes,no,no
penalize,verb,B2,no,no,no
penetrate,verb,B2,no,no,no
perceive,verb,B2,no,no,no
permeate,verb,B2,no,no,no
persist,verb,B2,no,no,no
personify,verb,B2,no,no,no
photograph,verb,B2,yes,no,no
picture,verb,B2,yes,yes,no
pitch,verb,B2,yes,no,no
plead,verb,B2,no,no,no
pluck,verb,B2,yes,no,no
plug,verb,B2,yes,yes,no
poison,verb,B2,no,no,no
ponder,verb,B2,no,no,no
pop,verb,B2,yes,no,no
popularize,verb,B2,no,no,no
postpone,verb,B2,no,no,no
pound,verb,B2,yes,no,no
powder,verb,B2,yes,yes,no
praise,verb,B2,no,no,no
precede,verb,B2,no,no,no
predicate,verb,B2,no,no,no
prejudge,verb,B2,no,no,no
preoccupy,verb,B2,no,no,no
prescribe,verb,B2,no,no,no
present,verb,B2,yes,yes,no
prevail,verb,B2,no,no,no
price,verb,B2,no,no,no
process,verb,B2,no,no,no
progress,verb,B2,no,no,no
prohibit,verb,B2,no,no,no
project,verb,B2,no,no,no
prompt,verb,B2,no,no,no
prosecute,verb,B2,no,no,no
prosper,verb,B2,no,no,no
protest,verb,B2,no,no,no
publicize,verb,B2,no,no,no
punch,verb,B2,yes,no,no
purchase,verb,B2,no,no,no
quantify,verb,B2,no,no,no
quarrel,verb,B2,no,no,no
question,verb,B2,yes,no,no
queue,verb,B2,yes,no,no
quote,verb,B2,no,no,no
radiate,verb,B2,no,no,no
range,verb,B2,no,no,no
rape,verb,B2,no,no,no
rate,verb,B2,no,no,no
rebel,verb,B2,no,no,no
reckon,verb,B2,no,no,no
recollect,verb,B2,no,no,no
reconsider,verb,B2,no,no,no
recruit,verb,B2,no,no,no
redo,verb,B2,no,no,no
refute,verb,B2,no,no,no
regulate,verb,B2,no,no,no
reinforce,verb,B2,yes,no,no
rejoin,verb,B2,no,no,no
relieve,verb,B2,no,no,no
reorganize,verb,B2,no,no,no
repress,verb,B2,no,no,no
reprove,verb,B2,no,no,no
research,verb,B2,no,no,no
resign,verb,B2,no,no,no
resume,verb,B2,no,no,no
retard,verb,B2,no,no,no
retreat,verb,B2,no,no,no
retrieve,verb,B2,no,no,no
reverse,verb,B2,no,no,no
review,verb,B2,no,no,no
revive,verb,B2,no,no,no
revolutionize,verb,B2,no,no,no
revolve,verb,B2,yes,no,no
reward,verb,B2,no,no,no
rhyme,verb,B2,no,no,no
rip,verb,B2,yes,no,no
risk,verb,B2,no,no,no
roar,verb,B2,yes,yes,no
rock,verb,B2,yes,yes,no
roll,verb,B2,yes,no,no
round,verb,B2,no,no,no
row,verb,B2,yes,no,no
rub,verb,B2,yes,no,no
rule,verb,B2,no,no,no
sack,verb,B2,no,no,no
safeguard,verb,B2,no,no,no
sail,verb,B2,yes,yes,yes
saw,verb,B2,yes,yes,yes
scan,verb,B2,yes,no,no
schedule,verb,B2,yes,no,no
scramble,verb,B2,yes,no,no
scratch,verb,B2,yes,no,no
screen,verb,B2,no,no,no
screw,verb,B2,yes,yes,yes
select,verb,B2,no,no,no
sense,verb,B2,no,no,no
sentence,verb,B2,no,no,no
separate,verb,B2,no,no,no
shatter,verb,B2,yes,no,no
shell,verb,B2,yes,yes,yes
shock,verb,B2,no,no,no
shoplift,verb,B2,no,no,no
shower,verb,B2,yes,yes,no
shrink,verb,B2,no,no,no
shrug,verb,B2,yes,no,no
sigh,verb,B2,yes,no,no
signify,verb,B2,no,no,no
sketch,verb,B2,yes,no,no
skim,verb,B2,yes,no,no
skip,verb,B2,yes,no,no
slam,verb,B2,yes,no,no
slap,verb,B2,no,no,no
slice,verb,B2,yes,no,no
slide,verb,B2,yes,yes,yes
smash,verb,B2,yes,no,no
snap,verb,B2,yes,no,yes
sneak,verb,B2,yes,no,no
sneeze,verb,B2,yes,no,no
sniff,verb,B2,yes,no,no
snore,verb,B2,yes,no,no
soak,verb,B2,yes,no,no
soar,verb,B2,yes,no,no
sob,verb,B2,no,no,no
socialize,verb,B2,no,no,no
sort,verb,B2,yes,no,no
span,verb,B2,no,no,no
spare,verb,B2,no,no,no
specify,verb,B2,no,no,no
spin,verb,B2,yes,no,no
split,verb,B2,yes,no,no
sponsor,verb,B2,no,no,no
spot,verb,B2,yes,no,no
spray,verb,B2,yes,yes,no
spread,verb,B2,yes,no,no
squash,verb,B2,yes,no,no
squeeze,verb,B2,yes,no,no
stab,verb,B2,no,no,no
stain,verb,B2,yes,no,no
stammer,verb,B2,no,no,no
stamp,verb,B2,yes,yes,no
startle,verb,B2,no,no,no
starve,verb,B2,no,no,no
state,verb,B2,no,no,no
steer,verb,B2,yes,no,no
stimulate,verb,B2,no,no,no
stink,verb,B2,no,no,no
store,verb,B2,yes,no,no
straighten,verb,B2,no,no,no
strain,verb,B2,yes,no,no
strangle,verb,B2,no,no,no
stress,verb,B2,no,no,no
stride,verb,B2,no,no,no
strip,verb,B2,no,no,no
strive,verb,B2,no,no,no
stroke,verb,B2,yes,no,no
struggle,verb,B2,no,no,no
stuff,verb,B2,no,no,no
submit,verb,B2,no,no,no
subside,verb,B2,no,no,no
substitute,verb,B2,no,no,no
subtract,verb,B2,no,no,no
suck,verb,B2,no,no,no
sue,verb,B2,no,no,no
supervise,verb,B2,no,no,no
supply,verb,B2,no,no,no
suppress,verb,B2,no,no,no
surrender,verb,B2,no,no,no
suspect,verb,B2,no,no,no
suspend,verb,B2,no,no,no
sustain,verb,B2,no,no,no
sweep,verb,B2,yes,no,no
swing,verb,B2,yes,yes,no
sympathize,verb,B2,no,no,no
tack,verb,B2,yes,no,no
tackle,verb,B2,yes,no,no
tap,verb,B2,yes,no,no
tease,verb,B2,no,no,no
test,verb,B2,no,no,no
testify,verb,B2,no,no,no
threaten,verb,B2,no,no,no
tickle,verb,B2,yes,no,no
time,verb,B2,no,no,no
tip,verb,B2,no,no,no
tiptoe,verb,B2,yes,no,no
toil,verb,B2,no,no,no
tolerate,verb,B2,no,no,no
torture,verb,B2,no,no,no
trace,verb,B2,yes,no,no
track,verb,B2,yes,no,yes
trade,verb,B2,yes,no,no
trail,verb,B2,yes,yes,no
transmit,verb,B2,no,no,no
transport,verb,B2,no,no,no
tread,verb,B2,yes,no,no
treat,verb,B2,yes,no,no
trick,verb,B2,no,no,no
trip,verb,B2,yes,no,no
underestimate,verb,B2,no,no,no
undertake,verb,B2,no,no,no
unload,verb,B2,yes,no,no
unlock,verb,B2,yes,no,no
untie,verb,B2,yes,no,no
upgrade,verb,B2,no,no,no
upset,verb,B2,no,no,no
urge,verb,B2,no,no,no
usher,verb,B2,no,no,no
utilize,verb,B2,no,no,no
utter,verb,B2,no,no,no
value,verb,B2,no,no,no
vanish,verb,B2,no,no,no
verse,verb,B2,no,no,no
vibrate,verb,B2,no,no,no
violate,verb,B2,no,no,no
water,verb,B2,yes,yes,no
weaken,verb,B2,no,no,no
wed,verb,B2,no,no,no
whip,verb,B2,yes,no,no
whisper,verb,B2,yes,yes,no
whistle,verb,B2,yes,yes,yes
widen,verb,B2,no,no,no
wind,verb,B2,yes,no,no
wipe,verb,B2,yes,no,no
wire,verb,B2,yes,yes,yes
withdraw,verb,B2,no,no,no
worsen,verb,B2,no,no,no
wound,verb,B2,no,no,no
yawn,verb,B2,yes,no,no
yearn,verb,B2,no,no,no
yell,verb,B2,yes,no,no
yield,verb,B2,no,no,no
