word,pos,CEFR-J level,exact asset exists,already in curated dictionary,already found by open-world discovery
editor,noun,A2,no,no,no
education,noun,A2,no,no,no
effect,noun,A2,no,no,no
effort,noun,A2,yes,no,no
elephant,noun,A2,yes,yes,no
elevator,noun,A2,yes,yes,no
emergency,noun,A2,no,no,no
ending,noun,A2,no,no,no
entertainment,noun,A2,no,no,no
entrance,noun,A2,yes,no,no
envelope,noun,A2,yes,yes,no
envy,noun,A2,no,no,no
episode,noun,A2,no,no,no
error,noun,A2,no,no,no
escalator,noun,A2,yes,yes,no
escape,noun,A2,no,no,no
essay,noun,A2,no,no,no
euro,noun,A2,no,no,no
evidence,noun,A2,no,no,no
exam,noun,A2,no,no,no
exchange,noun,A2,no,no,no
exercise,noun,A2,no,no,no
exhibition,noun,A2,no,no,no
experience,noun,A2,no,no,no
expert,noun,A2,no,no,no
explanation,noun,A2,no,no,no
express,noun,A2,no,no,no
expression,noun,A2,no,no,no
fact,noun,A2,no,no,no
fare,noun,A2,no,no,no
fashion,noun,A2,no,no,no
fast food,noun,A2,no,no,no
fault,noun,A2,no,no,yes
favor,noun,A2,no,no,no
fear,noun,A2,no,no,no
feather,noun,A2,yes,yes,yes
feature,noun,A2,no,no,no
fee,noun,A2,no,no,no
feel,noun,A2,no,no,no
fence,noun,A2,yes,yes,yes
fiction,noun,A2,no,no,no
fighter,noun,A2,no,no,no
figure,noun,A2,no,no,no
film,noun,A2,yes,no,no
final,noun,A2,no,no,no
first name,noun,A2,no,no,no
fisherman,noun,A2,no,no,no
fix,noun,A2,yes,no,no
flea,noun,A2,no,no,no
flight,noun,A2,no,no,no
float,noun,A2,yes,no,no
flood,noun,A2,no,no,no
flour,noun,A2,yes,yes,yes
fog,noun,A2,yes,yes,yes
folder,noun,A2,yes,yes,yes
fool,noun,A2,no,no,no
footballer,noun,A2,no,no,no
force,noun,A2,no,no,no
forest,noun,A2,yes,no,no
fork,noun,A2,yes,yes,no
fortune,noun,A2,no,no,no
frame,noun,A2,yes,yes,no
freedom,noun,A2,no,no,no
fridge,noun,A2,yes,yes,no
friendship,noun,A2,yes,no,no
front,noun,A2,no,no,no
fry,noun,A2,yes,no,no
furniture,noun,A2,no,no,no
gallery,noun,A2,no,no,no
garage,noun,A2,yes,yes,no
garlic,noun,A2,yes,yes,no
gas,noun,A2,no,no,no
gate,noun,A2,yes,yes,yes
gender,noun,A2,no,no,no
generation,noun,A2,no,no,no
globe,noun,A2,yes,yes,no
glove,noun,A2,yes,yes,yes
gold,noun,A2,no,no,no
golf,noun,A2,yes,no,no
government,noun,A2,no,no,no
grace,noun,A2,no,no,no
gram,noun,A2,no,no,no
grandchild,noun,A2,no,no,no
granddad,noun,A2,no,no,no
granddaughter,noun,A2,no,no,no
grandson,noun,A2,no,no,no
granny,noun,A2,no,no,no
green,noun,A2,no,no,no
grocery store,noun,A2,no,no,no
guard,noun,A2,yes,no,no
guidebook,noun,A2,yes,yes,no
gun,noun,A2,no,no,no
ham,noun,A2,yes,no,no
handbag,noun,A2,yes,yes,no
handle,noun,A2,yes,yes,no
happiness,noun,A2,no,no,no
harmony,noun,A2,yes,no,no
harvest,noun,A2,yes,no,no
headphone,noun,A2,yes,no,no
headteacher,noun,A2,no,no,no
heat,noun,A2,yes,no,no
heating,noun,A2,no,no,no
help,noun,A2,no,no,no
hero,noun,A2,no,no,no
high school,noun,A2,no,no,no
highway,noun,A2,no,no,no
hike,noun,A2,yes,yes,no
hiking,noun,A2,yes,yes,no
hip hop,noun,A2,no,no,no
hockey,noun,A2,yes,yes,no
honey,noun,A2,yes,yes,no
honor,noun,A2,no,no,no
horror,noun,A2,no,no,no
host,noun,A2,yes,no,no
hunter,noun,A2,no,no,no
id,noun,A2,no,no,no
id card,noun,A2,no,no,no
image,noun,A2,no,no,no
imagination,noun,A2,no,no,no
impact,noun,A2,no,no,no
importance,noun,A2,no,no,no
inch,noun,A2,no,no,no
independence,noun,A2,no,no,no
influence,noun,A2,no,no,no
insect,noun,A2,yes,yes,no
inspiration,noun,A2,no,no,no
instrument,noun,A2,no,no,no
intelligence,noun,A2,no,no,no
interest,noun,A2,no,no,no
invention,noun,A2,no,no,no
issue,noun,A2,no,no,no
it,noun,A2,no,no,no
jam,noun,A2,yes,no,no
jelly,noun,A2,yes,yes,no
joke,noun,A2,no,no,no
journey,noun,A2,no,no,no
joy,noun,A2,no,no,no
junk,noun,A2,no,no,no
killer,noun,A2,no,no,no
kilo,noun,A2,no,no,no
kilogram,noun,A2,no,no,no
kilometer,noun,A2,no,no,no
kingdom,noun,A2,no,no,no
kit,noun,A2,no,no,no
knock,noun,A2,yes,no,no
knowledge,noun,A2,no,no,no
labor,noun,A2,no,no,no
lack,noun,A2,no,no,no
lake,noun,A2,yes,yes,no
lamp,noun,A2,yes,yes,no
landscape,noun,A2,no,no,no
lane,noun,A2,no,no,no
law,noun,A2,no,no,no
lawyer,noun,A2,no,no,no
laziness,noun,A2,no,no,no
lead,noun,A2,yes,no,no
learner,noun,A2,no,no,no
leather,noun,A2,yes,yes,no
left,noun,A2,no,no,no
leisure,noun,A2,no,no,no
lemon,noun,A2,yes,yes,no
lemonade,noun,A2,yes,no,no
level,noun,A2,yes,no,yes
liberty,noun,A2,no,no,no
lifestyle,noun,A2,no,no,no
lip,noun,A2,no,no,no
liter,noun,A2,no,no,no
load,noun,A2,yes,no,no
lock,noun,A2,yes,yes,no
lot,noun,A2,no,no,no
lover,noun,A2,no,no,no
lunchtime,noun,A2,no,no,no
magic,noun,A2,no,no,no
main course,noun,A2,no,no,no
make-up,noun,A2,no,no,no
maker,noun,A2,no,no,no
male,noun,A2,no,no,no
mall,noun,A2,yes,yes,no
manager,noun,A2,no,no,no
manner,noun,A2,no,no,no
mark,noun,A2,yes,no,no
market,noun,A2,no,no,no
material,noun,A2,no,no,no
max,noun,A2,no,no,no
meaning,noun,A2,no,no,no
medal,noun,A2,yes,yes,yes
melon,noun,A2,yes,yes,no
member,noun,A2,yes,no,no
mention,noun,A2,no,no,no
menu,noun,A2,yes,yes,no
metal,noun,A2,no,no,no
meter,noun,A2,no,no,no
method,noun,A2,no,no,no
midday,noun,A2,no,no,no
middle,noun,A2,no,no,no
midnight,noun,A2,no,no,no
mineral water,noun,A2,no,no,no
mirror,noun,A2,yes,yes,no
mistake,noun,A2,no,no,no
model,noun,A2,no,no,no
mood,noun,A2,no,no,no
mosque,noun,A2,no,no,no
motorway,noun,A2,yes,no,no
mp3 player,noun,A2,no,no,no
ms,noun,A2,no,no,no
mug,noun,A2,yes,yes,no
murder,noun,A2,no,no,no
museum,noun,A2,yes,yes,no
mushroom,noun,A2,yes,yes,no
mystery,noun,A2,no,no,no
napkin,noun,A2,yes,yes,yes
nation,noun,A2,no,no,no
nature,noun,A2,no,no,no
noon,noun,A2,no,no,no
north,noun,A2,no,no,no
notice,noun,A2,no,no,no
noun,noun,A2,no,no,no
novel,noun,A2,no,no,no
oak,noun,A2,yes,yes,no
occupation,noun,A2,no,no,no
offer,noun,A2,no,no,no
oil,noun,A2,yes,yes,no
olive oil,noun,A2,yes,no,no
omelet,noun,A2,no,no,no
onion,noun,A2,yes,yes,no
opinion,noun,A2,no,no,no
opportunity,noun,A2,no,no,no
orphan,noun,A2,no,no,no
oven,noun,A2,yes,yes,no
pack,noun,A2,yes,no,no
painter,noun,A2,no,no,no
pal,noun,A2,no,no,no
pan,noun,A2,yes,yes,no
panic,noun,A2,no,no,no
part,noun,A2,no,no,no
pass,noun,A2,yes,no,no
passage,noun,A2,no,no,no
passenger,noun,A2,no,no,no
pasta,noun,A2,yes,yes,no
path,noun,A2,yes,yes,no
patient,noun,A2,yes,yes,no
pc,noun,A2,no,no,no
pea,noun,A2,yes,yes,no
pear,noun,A2,yes,yes,no
pence,noun,A2,no,no,no
penfriend,noun,A2,no,no,no
pepper,noun,A2,yes,yes,no
performance,noun,A2,yes,no,no
perfume,noun,A2,yes,yes,no
permission,noun,A2,no,no,no
personality,noun,A2,no,no,no
petrol,noun,A2,yes,no,no
petrol station,noun,A2,no,no,no
photograph,noun,A2,yes,no,no
photographer,noun,A2,no,no,no
photography,noun,A2,yes,yes,no
pile,noun,A2,no,no,no
pilgrim,noun,A2,no,no,no
pill,noun,A2,no,no,no
pilot,noun,A2,yes,yes,yes
pink,noun,A2,no,no,no
pity,noun,A2,no,no,no
planet,noun,A2,yes,yes,yes
plant,noun,A2,yes,yes,no
plate,noun,A2,yes,yes,no
playground,noun,A2,yes,yes,no
plenty,noun,A2,no,no,no
plural,noun,A2,no,no,no
police,noun,A2,yes,yes,no
police officer,noun,A2,no,no,no
police station,noun,A2,no,no,no
policeman,noun,A2,no,no,no
policewoman,noun,A2,no,no,no
population,noun,A2,no,no,no
portrait,noun,A2,no,no,no
position,noun,A2,no,no,no
post office,noun,A2,yes,no,no
power,noun,A2,no,no,no
prediction,noun,A2,no,no,no
pressure,noun,A2,no,no,no
pride,noun,A2,no,no,no
printer,noun,A2,yes,yes,no
pro,noun,A2,no,no,no
product,noun,A2,no,no,no
production,noun,A2,no,no,no
promise,noun,A2,no,no,no
pronunciation,noun,A2,no,no,no
psychologist,noun,A2,no,no,no
public,noun,A2,no,no,no
punctuation,noun,A2,no,no,no
purpose,noun,A2,no,no,no
quality,noun,A2,no,no,no
queen,noun,A2,yes,yes,no
quiz,noun,A2,no,no,no
racket,noun,A2,yes,yes,yes
raincoat,noun,A2,yes,yes,yes
range,noun,A2,no,no,no
rap,noun,A2,yes,no,no
rate,noun,A2,no,no,no
rating,noun,A2,no,no,no
ray,noun,A2,yes,no,yes
receipt,noun,A2,yes,yes,no
receptionist,noun,A2,no,no,no
red,noun,A2,no,no,no
refrigerator,noun,A2,yes,yes,no
release,noun,A2,no,no,no
rent,noun,A2,no,no,no
repair,noun,A2,yes,no,no
reply,noun,A2,no,no,no
report,noun,A2,no,no,no
request,noun,A2,no,no,no
research,noun,A2,no,no,no
response,noun,A2,no,no,no
return,noun,A2,yes,yes,no
reunion,noun,A2,no,no,no
rhythm,noun,A2,yes,no,no
right,noun,A2,no,no,no
ring,noun,A2,yes,yes,no
road,noun,A2,yes,yes,no
robbery,noun,A2,no,no,no
robin,noun,A2,yes,no,no
rock,noun,A2,yes,yes,no
roll,noun,A2,yes,no,no
romance,noun,A2,no,no,no
roof,noun,A2,yes,yes,no
root,noun,A2,no,no,no
rope,noun,A2,yes,yes,no
roundabout,noun,A2,yes,no,no
rugby,noun,A2,no,no,no
rumor,noun,A2,no,no,no
runner,noun,A2,no,no,no
running,noun,A2,no,no,no
rush,noun,A2,no,no,no
sailing,noun,A2,no,no,no
sake,noun,A2,no,no,no
salt,noun,A2,yes,yes,no
sample,noun,A2,no,no,no
sauce,noun,A2,no,no,no
sausage,noun,A2,yes,yes,no
scale,noun,A2,yes,yes,yes
scarf,noun,A2,yes,yes,yes
scene,noun,A2,no,no,no
scenery,noun,A2,yes,yes,no
schedule,noun,A2,yes,no,no
schoolchild,noun,A2,no,no,no
schoolwork,noun,A2,no,no,no
scissors,noun,A2,yes,yes,yes
scream,noun,A2,yes,no,no
screen,noun,A2,no,no,no
screw,noun,A2,yes,yes,yes
script,noun,A2,yes,no,yes
seafood,noun,A2,no,no,no
search,noun,A2,yes,no,no
seaside,noun,A2,no,no,no
second,noun,A2,no,no,no
secret,noun,A2,no,no,no
secretary,noun,A2,no,no,no
seed,noun,A2,yes,yes,no
semester,noun,A2,no,no,no
senior,noun,A2,no,no,no
sense,noun,A2,no,no,no
set,noun,A2,no,no,no
shade,noun,A2,yes,no,no
shadow,noun,A2,no,no,no
shampoo,noun,A2,yes,yes,no
shape,noun,A2,no,no,no
share,noun,A2,yes,no,no
shell,noun,A2,yes,yes,yes
shock,noun,A2,no,no,no
shop assistant,noun,A2,no,no,no
shore,noun,A2,yes,yes,no
short,noun,A2,no,no,no
shot,noun,A2,no,no,no
shout,noun,A2,yes,no,no
show,noun,A2,yes,no,no
sightseeing,noun,A2,no,no,no
silence,noun,A2,no,no,no
silver,noun,A2,no,no,no
singing,noun,A2,no,no,no
singular,noun,A2,no,no,no
sink,noun,A2,yes,yes,no
sitting room,noun,A2,no,no,no
situation,noun,A2,no,no,no
skate,noun,A2,yes,yes,no
skateboarding,noun,A2,no,no,no
skating,noun,A2,no,no,no
ski,noun,A2,yes,yes,no
skiing,noun,A2,no,no,no
slave,noun,A2,no,no,no
slice,noun,A2,yes,no,no
slide,noun,A2,yes,yes,yes
snack,noun,A2,no,no,no
snowboarding,noun,A2,no,no,no
soap,noun,A2,yes,yes,no
society,noun,A2,no,no,no
sock,noun,A2,yes,yes,no
soda,noun,A2,no,no,no
soft drink,noun,A2,no,no,no
software,noun,A2,no,no,no
soldier,noun,A2,yes,no,no
solution,noun,A2,no,no,no
sound,noun,A2,no,no,no
source,noun,A2,no,no,no
south,noun,A2,no,no,no
space,noun,A2,yes,yes,no
spaceship,noun,A2,yes,yes,no
spaghetti,noun,A2,yes,yes,no
speaker,noun,A2,yes,yes,no
speed,noun,A2,no,no,no
spoon,noun,A2,yes,yes,no
sports center,noun,A2,no,no,no
spread,noun,A2,yes,no,no
square,noun,A2,no,no,yes
stadium,noun,A2,yes,yes,no
staff,noun,A2,no,no,no
stair,noun,A2,no,no,no
stamp,noun,A2,yes,yes,no
state,noun,A2,no,no,no
statement,noun,A2,no,no,no
statue,noun,A2,yes,yes,no
steak,noun,A2,yes,yes,no
step,noun,A2,no,no,no
stomach,noun,A2,no,no,no
stomachache,noun,A2,no,no,no
storm,noun,A2,yes,yes,no
stove,noun,A2,yes,yes,no
stranger,noun,A2,no,no,no
strategy,noun,A2,no,no,no
strength,noun,A2,no,no,no
strike,noun,A2,no,no,no
string,noun,A2,yes,yes,no
structure,noun,A2,no,no,no
study,noun,A2,no,no,no
stuff,noun,A2,no,no,no
style,noun,A2,no,no,no
success,noun,A2,no,no,no
suit,noun,A2,no,no,no
suitcase,noun,A2,yes,yes,yes
summary,noun,A2,no,no,no
sunflower,noun,A2,yes,yes,no
sunglasses,noun,A2,yes,yes,no
sunlight,noun,A2,no,no,no
superlative,noun,A2,no,no,no
superstar,noun,A2,no,no,no
supper,noun,A2,no,no,no
support,noun,A2,no,no,no
surfing,noun,A2,no,no,no
surname,noun,A2,no,no,no
sweater,noun,A2,yes,yes,no
sweet,noun,A2,no,no,no
sweetheart,noun,A2,no,no,no
swimming costume,noun,A2,no,no,no
swimsuit,noun,A2,yes,yes,no
symbol,noun,A2,no,no,no
symphony,noun,A2,no,no,no
system,noun,A2,no,no,no
table tennis,noun,A2,no,no,no
tablespoon,noun,A2,no,no,no
talent,noun,A2,no,no,no
tap,noun,A2,yes,no,no
tape,noun,A2,yes,yes,no
target,noun,A2,yes,yes,no
task,noun,A2,no,no,no
tear,noun,A2,yes,no,no
teenager,noun,A2,no,no,no
temperature,noun,A2,yes,yes,no
text,noun,A2,no,no,no
text message,noun,A2,no,no,no
textbook,noun,A2,yes,no,no
thief,noun,A2,no,no,no
thought,noun,A2,no,no,no
thunderstorm,noun,A2,no,no,no
tie,noun,A2,yes,yes,no
tights,noun,A2,no,no,no
timetable,noun,A2,yes,no,no
tip,noun,A2,no,no,no
title,noun,A2,no,no,no
toast,noun,A2,yes,no,no
toe,noun,A2,yes,yes,no
tone,noun,A2,no,no,no
tonight,noun,A2,no,no,no
toothache,noun,A2,no,no,no
toothbrush,noun,A2,yes,yes,yes
tour,noun,A2,no,no,no
tour guide,noun,A2,no,no,no
tourist,noun,A2,no,no,no
track,noun,A2,yes,no,yes
trade,noun,A2,yes,no,no
tradition,noun,A2,no,no,no
traffic,noun,A2,no,no,no
traffic light,noun,A2,yes,yes,no
training,noun,A2,no,no,no
tram,noun,A2,yes,no,no
trap,noun,A2,yes,yes,no
travel,noun,A2,yes,no,no
traveler,noun,A2,no,no,no
treasure,noun,A2,yes,yes,no
trick,noun,A2,no,no,no
trouble,noun,A2,no,no,no
truth,noun,A2,no,no,no
tune,noun,A2,yes,no,no
uniform,noun,A2,yes,yes,no
unit,noun,A2,no,no,no
university,noun,A2,no,no,no
use,noun,A2,no,no,no
valley,noun,A2,yes,yes,no
value,noun,A2,no,no,no
verb,noun,A2,no,no,no
video game,noun,A2,no,no,no
view,noun,A2,no,no,no
village,noun,A2,yes,yes,no
violin,noun,A2,yes,yes,yes
visitor,noun,A2,no,no,no
vocabulary,noun,A2,no,no,no
voice,noun,A2,no,no,no
walking,noun,A2,no,no,no
wallet,noun,A2,yes,yes,no
washing machine,noun,A2,yes,no,no
washing-up,noun,A2,no,no,no
wave,noun,A2,yes,yes,no
wealth,noun,A2,no,no,no
web,noun,A2,yes,yes,yes
web page,noun,A2,no,no,no
website,noun,A2,no,no,no
wedding,noun,A2,no,no,no
weekday,noun,A2,no,no,no
weep,noun,A2,no,no,no
weight,noun,A2,no,no,no
west,noun,A2,no,no,no
wheelchair,noun,A2,yes,yes,yes
wine,noun,A2,yes,yes,no
winner,noun,A2,no,no,no
wisdom,noun,A2,no,no,no
wood,noun,A2,yes,yes,no
wool,noun,A2,yes,yes,yes
writing,noun,A2,no,no,no
youth,noun,A2,no,no,no
zone,noun,A2,no,no,no
aborigine,noun,B1,no,no,no
absence,noun,B1,no,no,no
abundance,noun,B1,no,no,no
academy,noun,B1,no,no,no
accent,noun,B1,no,no,no
acceptance,noun,B1,no,no,no
access,noun,B1,no,no,no
accessory,noun,B1,no,no,no
accountant,noun,B1,no,no,no
accuracy,noun,B1,no,no,no
ache,noun,B1,no,no,no
achievement,noun,B1,no,no,no
acknowledgment,noun,B1,no,no,no
acquaintance,noun,B1,no,no,no
actress,noun,B1,no,no,no
ad,noun,B1,no,no,no
addressee,noun,B1,no,no,no
administration,noun,B1,no,no,no
admiration,noun,B1,no,no,no
admission,noun,B1,no,no,no
adverb,noun,B1,no,no,no
advert,noun,B1,no,no,no
adviser,noun,B1,no,no,no
aerobics,noun,B1,no,no,no
affection,noun,B1,no,no,no
agenda,noun,B1,no,no,no
agreement,noun,B1,no,no,no
agriculture,noun,B1,no,no,no
aid,noun,B1,no,no,no
aim,noun,B1,yes,no,no
air conditioning,noun,B1,no,no,no
air force,noun,B1,no,no,no
airline,noun,B1,no,no,no
alcohol,noun,B1,no,no,no
allowance,noun,B1,no,no,no
alphabet,noun,B1,yes,no,no
alternative,noun,B1,no,no,no
ambulance,noun,B1,yes,yes,no
amount,noun,B1,no,no,no
analysis,noun,B1,no,no,no
anger,noun,B1,no,no,no
angle,noun,B1,no,no,no
animation,noun,B1,no,no,no
announcement,noun,B1,no,no,no
annoyance,noun,B1,no,no,no
ant,noun,B1,yes,no,no
antique,noun,B1,no,no,no
antonym,noun,B1,no,no,no
anxiety,noun,B1,no,no,no
ape,noun,B1,no,no,no
apology,noun,B1,no,no,no
appeal,noun,B1,no,no,no
appetite,noun,B1,no,no,no
applause,noun,B1,no,no,no
application,noun,B1,no,no,no
appreciation,noun,B1,no,no,no
approach,noun,B1,no,no,no
approval,noun,B1,no,no,no
architect,noun,B1,no,no,no
arithmetic,noun,B1,no,no,no
army,noun,B1,no,no,no
arrangement,noun,B1,no,no,no
arrest,noun,B1,no,no,no
arrival,noun,B1,yes,no,no
arrow,noun,B1,yes,yes,no
artist,noun,B1,yes,yes,no
aspect,noun,B1,no,no,no
aspirin,noun,B1,no,no,no
assignment,noun,B1,yes,yes,no
assistance,noun,B1,no,no,no
assistant,noun,B1,no,no,no
astronomer,noun,B1,no,no,no
atmosphere,noun,B1,no,no,no
attachment,noun,B1,no,no,no
attraction,noun,B1,no,no,no
authority,noun,B1,no,no,no
avenue,noun,B1,no,no,no
awareness,noun,B1,no,no,no
babysitter,noun,B1,no,no,no
backache,noun,B1,no,no,no
backpack,noun,B1,yes,yes,no
backpacker,noun,B1,no,no,no
backpacking,noun,B1,no,no,no
bacon,noun,B1,yes,no,no
baggage,noun,B1,no,no,no
baker,noun,B1,yes,yes,no
bakery,noun,B1,yes,no,no
balance,noun,B1,yes,no,no
bandage,noun,B1,yes,yes,yes
bang,noun,B1,yes,no,no
bank account,noun,B1,no,no,no
bark,noun,B1,yes,no,no
barman,noun,B1,no,no,no
barrel,noun,B1,yes,yes,yes
basement,noun,B1,yes,yes,no
basin,noun,B1,no,no,no
basis,noun,B1,no,no,no
battle,noun,B1,no,no,no
beard,noun,B1,yes,no,no
beast,noun,B1,no,no,no
beaver,noun,B1,yes,no,no
bedside,noun,B1,no,no,no
behalf,noun,B1,no,no,no
belief,noun,B1,no,no,no
benefit,noun,B1,no,no,no
bin,noun,B1,no,no,no
biochemistry,noun,B1,no,no,no
biography,noun,B1,no,no,no
biology,noun,B1,no,no,no
bishop,noun,B1,no,no,no
blame,noun,B1,no,no,no
blessing,noun,B1,no,no,no
blog,noun,B1,no,no,no
blogger,noun,B1,no,no,no
blush,noun,B1,yes,no,no
bomb,noun,B1,no,no,no
bond,noun,B1,no,no,no
booking,noun,B1,no,no,no
boom,noun,B1,yes,no,no
boot,noun,B1,yes,no,yes
border,noun,B1,no,no,no
boredom,noun,B1,no,no,no
bother,noun,B1,no,no,no
bow,noun,B1,yes,no,no
boxing,noun,B1,no,no,no
bracelet,noun,B1,yes,no,no
brainstorming,noun,B1,no,no,no
brass,noun,B1,no,no,no
breakthrough,noun,B1,no,no,no
breast,noun,B1,no,no,no
breath,noun,B1,no,no,no
breeding,noun,B1,no,no,no
brick,noun,B1,yes,yes,yes
broadcast,noun,B1,no,no,no
broccoli,noun,B1,yes,yes,no
bronze,noun,B1,no,no,no
brotherhood,noun,B1,no,no,no
bubble,noun,B1,yes,yes,no
buddy,noun,B1,no,no,no
builder,noun,B1,no,no,no
bull,noun,B1,no,no,no
bullet,noun,B1,no,no,no
bulletin,noun,B1,no,no,no
bunch,noun,B1,no,no,no
burden,noun,B1,no,no,no
bureau,noun,B1,no,no,no
burglar,noun,B1,no,no,no
butcher,noun,B1,no,no,no
buyer,noun,B1,no,no,no
cabbage,noun,B1,yes,no,no
cabin,noun,B1,yes,yes,yes
cage,noun,B1,yes,yes,no
calculation,noun,B1,no,no,no
calculator,noun,B1,yes,yes,no
calf,noun,B1,yes,yes,yes
caller,noun,B1,no,no,no
calmness,noun,B1,no,no,no
camel,noun,B1,yes,yes,yes
campsite,noun,B1,yes,no,no
canal,noun,B1,yes,yes,no
cancer,noun,B1,no,no,no
candle,noun,B1,yes,yes,no
canteen,noun,B1,yes,yes,no
capacity,noun,B1,no,no,no
capsule,noun,B1,yes,yes,yes
capture,noun,B1,no,no,no
career,noun,B1,no,no,no
carelessness,noun,B1,no,no,no
carpet,noun,B1,yes,yes,no
carriage,noun,B1,yes,yes,no
carton,noun,B1,yes,yes,no
cashpoint,noun,B1,no,no,no
category,noun,B1,no,no,no
cattle,noun,B1,yes,yes,no
caution,noun,B1,no,no,no
cave,noun,B1,yes,yes,no
cd-rom,noun,B1,no,no,no
celebrity,noun,B1,no,no,no
cell,noun,B1,no,no,no
central heating,noun,B1,no,no,no
ceremony,noun,B1,no,no,no
certainty,noun,B1,no,no,no
champion,noun,B1,no,no,no
channel,noun,B1,no,no,no
chaos,noun,B1,no,no,no
characteristic,noun,B1,no,no,no
charge,noun,B1,yes,no,no
chariot,noun,B1,no,no,no
charity,noun,B1,no,no,no
charm,noun,B1,no,no,no
chase,noun,B1,yes,no,no
chat,noun,B1,no,no,no
chat show,noun,B1,no,no,no
check-in counter,noun,B1,no,no,no
check-in desk,noun,B1,no,no,no
checkout,noun,B1,no,no,no
chemical,noun,B1,no,no,no
chemist,noun,B1,no,no,no
chemistry,noun,B1,yes,no,no
chest of drawers,noun,B1,no,no,no
chewing gum,noun,B1,no,no,no
choir,noun,B1,yes,no,no
chuckle,noun,B1,yes,no,no
circus,noun,B1,yes,yes,no
citizenship,noun,B1,no,no,no
civilization,noun,B1,no,no,no
claim,noun,B1,no,no,no
click,noun,B1,yes,no,no
cliff,noun,B1,yes,yes,yes
climate,noun,B1,no,no,no
climber,noun,B1,no,no,no
clinic,noun,B1,yes,yes,no
clip,noun,B1,yes,no,no
coal,noun,B1,yes,yes,no
cod,noun,B1,no,no,no
coffin,noun,B1,no,no,no
collapse,noun,B1,no,no,no
collar,noun,B1,yes,yes,yes
columnist,noun,B1,no,no,no
combination,noun,B1,no,no,no
comedian,noun,B1,no,no,no
comedy,noun,B1,no,no,no
comet,noun,B1,yes,yes,yes
comfort,noun,B1,no,no,no
comma,noun,B1,no,no,no
command,noun,B1,no,no,no
comment,noun,B1,no,no,no
common sense,noun,B1,no,no,no
companion,noun,B1,no,no,no
comparison,noun,B1,no,no,no
competitor,noun,B1,no,no,no
complement,noun,B1,no,no,no
compliment,noun,B1,no,no,no
composition,noun,B1,no,no,no
compound,noun,B1,no,no,no
compromise,noun,B1,no,no,no
concentration,noun,B1,no,no,no
concept,noun,B1,no,no,no
conclusion,noun,B1,no,no,no
conduct,noun,B1,yes,no,no
confidence,noun,B1,no,no,no
confirmation,noun,B1,no,no,no
conflict,noun,B1,no,no,no
confusion,noun,B1,no,no,no
connection,noun,B1,yes,no,no
conservation,noun,B1,no,no,no
consideration,noun,B1,no,no,no
consonant,noun,B1,no,no,no
constitution,noun,B1,no,no,no
construction,noun,B1,no,no,no
consumer,noun,B1,no,no,no
consumption,noun,B1,no,no,no
content,noun,B1,no,no,no
contribution,noun,B1,no,no,no
copyright,noun,B1,no,no,no
correction,noun,B1,no,no,no
cotton,noun,B1,yes,yes,no
council,noun,B1,no,no,no
counseling,noun,B1,no,no,no
count,noun,B1,yes,no,no
county,noun,B1,no,no,no
courage,noun,B1,no,no,no
courgette,noun,B1,no,no,no
craft,noun,B1,no,no,no
crash,noun,B1,no,no,no
creator,noun,B1,no,no,no
criminal,noun,B1,no,no,no
crisis,noun,B1,no,no,no
critic,noun,B1,no,no,no
crop,noun,B1,no,no,no
crossing,noun,B1,no,no,no
crossroads,noun,B1,yes,no,no
crow,noun,B1,yes,yes,no
crush,noun,B1,yes,no,no
cucumber,noun,B1,yes,yes,no
cure,noun,B1,no,no,no
curiosity,noun,B1,no,no,no
currency,noun,B1,no,no,no
curriculum,noun,B1,no,no,no
curtain,noun,B1,yes,yes,yes
curve,noun,B1,no,no,no
cushion,noun,B1,yes,yes,no
customs,noun,B1,yes,no,yes
cut,noun,B1,yes,no,no
cv,noun,B1,no,no,no
cycle,noun,B1,yes,yes,no
daisy,noun,B1,yes,yes,no
damage,noun,B1,no,no,no
darkness,noun,B1,no,no,no
dating,noun,B1,no,no,no
daze,noun,B1,no,no,no
dazzle,noun,B1,no,no,no
deadline,noun,B1,no,no,no
dealer,noun,B1,no,no,no
debris,noun,B1,no,no,no
debt,noun,B1,no,no,no
decision,noun,B1,no,no,no
declaration,noun,B1,no,no,no
decline,noun,B1,no,no,no
decrease,noun,B1,no,no,no
deed,noun,B1,no,no,no
defender,noun,B1,no,no,no
defense,noun,B1,no,no,no
deficiency,noun,B1,no,no,no
definite article,noun,B1,no,no,no
definition,noun,B1,no,no,no
delight,noun,B1,no,no,no
delivery,noun,B1,no,no,no
demand,noun,B1,no,no,no
democracy,noun,B1,no,no,no
demonstration,noun,B1,no,no,no
department,noun,B1,no,no,no
departure,noun,B1,yes,no,no
deposit,noun,B1,no,no,no
depression,noun,B1,no,no,no
depth,noun,B1,yes,yes,no
designer,noun,B1,no,no,no
desire,noun,B1,no,no,no
despair,noun,B1,no,no,no
destination,noun,B1,no,no,no
destruction,noun,B1,no,no,no
detective,noun,B1,no,no,no
determination,noun,B1,no,no,no
development,noun,B1,no,no,no
device,noun,B1,no,no,no
devotion,noun,B1,no,no,no
diagram,noun,B1,no,no,no
dial,noun,B1,no,no,no
dialog,noun,B1,no,no,no
diameter,noun,B1,no,no,no
diaper,noun,B1,yes,no,no
diligence,noun,B1,no,no,no
