asset_id,key,concept,major_family,live_vs_raw_harvest,source_bank,source_role,path,final_disposition,final_reason_codes,reason_codes,notes,final_review_follow_up,reviewed_from,repair_evidence_sheet,source_provenance
live:vocab:edition,edition,edition,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/edition.png,ART_REDO,"[""bad_crop"", ""generation_artifact""]","[""bad_crop"", ""generation_artifact""]",Corrupt tile with books severed by horizontal line.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-064.jpg,,"{""asset_id"": ""live:vocab:edition"", ""key"": ""edition"", ""concept"": ""edition"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/edition.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""edition"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-064.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-001-075.jsonl"", ""sha256"": ""f18af708dbe60cce33950ad152c191f941bc8a3beb99cac7bde2e618e30453ac"", ""bytes"": 33996, ""notes"": ""Corrupt tile with books severed by horizontal line."", ""reason_codes"": [""bad_crop"", ""generation_artifact""]}"
live:vocab:efficiency,efficiency,efficiency,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/efficiency.png,ART_REDO,"[""bad_crop"", ""generation_artifact""]","[""bad_crop"", ""generation_artifact""]",Corrupt tile with tool rack and test tubes severed.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-064.jpg,,"{""asset_id"": ""live:vocab:efficiency"", ""key"": ""efficiency"", ""concept"": ""efficiency"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/efficiency.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""efficiency"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-064.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-001-075.jsonl"", ""sha256"": ""b7d7e39837b2666f20ca1f319e0914f21dd966f97a1178dd96a6f8b0fe8d43fc"", ""bytes"": 28716, ""notes"": ""Corrupt tile with tool rack and test tubes severed."", ""reason_codes"": [""bad_crop"", ""generation_artifact""]}"
live:vocab:election,election,election,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/election.png,ART_REDO,"[""bad_crop"", ""generation_artifact""]","[""bad_crop"", ""generation_artifact""]",Corrupt tile with ballot box and crown split.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-065.jpg,,"{""asset_id"": ""live:vocab:election"", ""key"": ""election"", ""concept"": ""election"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/election.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""election"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-065.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-001-075.jsonl"", ""sha256"": ""badf6f23e896610b62d9b62f1be74bdf2b3a41c9594e4f9151fc17243aed2ca3"", ""bytes"": 25820, ""notes"": ""Corrupt tile with ballot box and crown split."", ""reason_codes"": [""bad_crop"", ""generation_artifact""]}"
live:vocab:electron,electron,electron,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/electron.png,ART_REDO,"[""bad_crop"", ""generation_artifact""]","[""bad_crop"", ""generation_artifact""]",Corrupt tile with atom model split from mug.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-065.jpg,,"{""asset_id"": ""live:vocab:electron"", ""key"": ""electron"", ""concept"": ""electron"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/electron.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""electron"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-065.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-001-075.jsonl"", ""sha256"": ""13075071bdc22f3ce5a2e20cdf4bc3359602251bbc294a6dd1ae171c20c165b2"", ""bytes"": 45132, ""notes"": ""Corrupt tile with atom model split from mug."", ""reason_codes"": [""bad_crop"", ""generation_artifact""]}"
live:vocab:element,element,element,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/element.png,ART_REDO,"[""bad_crop"", ""generation_artifact""]","[""bad_crop"", ""generation_artifact""]",Corrupt tile with chalkboard severed.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-065.jpg,,"{""asset_id"": ""live:vocab:element"", ""key"": ""element"", ""concept"": ""element"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/element.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""element"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-065.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-001-075.jsonl"", ""sha256"": ""16ce55c5da66cdb9309ce8992e0de87e080ef88790e7daf28b33b62c5c1d7365"", ""bytes"": 23879, ""notes"": ""Corrupt tile with chalkboard severed."", ""reason_codes"": [""bad_crop"", ""generation_artifact""]}"
live:vocab:emperor,emperor,emperor,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/emperor.png,ART_REDO,"[""bad_crop"", ""generation_artifact""]","[""bad_crop"", ""generation_artifact""]",Corrupt tile with globe split from floating curtain.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-066.jpg,,"{""asset_id"": ""live:vocab:emperor"", ""key"": ""emperor"", ""concept"": ""emperor"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/emperor.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""emperor"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-066.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-001-075.jsonl"", ""sha256"": ""dd80815ff92a6b02f37288d95f3cc03ce23378ce07cf740d9fc7712e7bc039da"", ""bytes"": 31852, ""notes"": ""Corrupt tile with globe split from floating curtain."", ""reason_codes"": [""bad_crop"", ""generation_artifact""]}"
live:vocab:empire,empire,empire,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/empire.png,ART_REDO,"[""bad_crop"", ""generation_artifact""]","[""bad_crop"", ""generation_artifact""]",Corrupt tile with crown severed by horizontal line.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-066.jpg,,"{""asset_id"": ""live:vocab:empire"", ""key"": ""empire"", ""concept"": ""empire"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/empire.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""empire"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-066.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-001-075.jsonl"", ""sha256"": ""2503634a11954af62e728f915a18b37c866d72393086e49c6033699a90a58150"", ""bytes"": 34588, ""notes"": ""Corrupt tile with crown severed by horizontal line."", ""reason_codes"": [""bad_crop"", ""generation_artifact""]}"
live:vocab:emu,emu,emu,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/emu.png,ART_REDO,"[""text_artifact""]","[""text_artifact""]",Text 'Emu' rendered directly on the image.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-066.jpg,,"{""asset_id"": ""live:vocab:emu"", ""key"": ""emu"", ""concept"": ""emu"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/emu.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""emu"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-066.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-001-075.jsonl"", ""sha256"": ""cb3a05cfff04c2ed1f63878743ac4785ed3d31290a2638a54c217d15f495192d"", ""bytes"": 23356, ""notes"": ""Text 'Emu' rendered directly on the image."", ""reason_codes"": [""text_artifact""]}"
live:vocab:encyclopedia,encyclopedia,encyclopedia,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/encyclopedia.png,ART_REDO,"[""bad_crop"", ""generation_artifact""]","[""bad_crop"", ""generation_artifact""]",Corrupt tile with books severed by line.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-066.jpg,,"{""asset_id"": ""live:vocab:encyclopedia"", ""key"": ""encyclopedia"", ""concept"": ""encyclopedia"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/encyclopedia.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""encyclopedia"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-066.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-001-075.jsonl"", ""sha256"": ""4201715fe26fd8ee88c8cab7737b50f524237e0c50a314165dc58ba1f1e4f78b"", ""bytes"": 35386, ""notes"": ""Corrupt tile with books severed by line."", ""reason_codes"": [""bad_crop"", ""generation_artifact""]}"
live:vocab:enemy,enemy,enemy,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/enemy.png,ART_REDO,"[""bad_crop"", ""generation_artifact""]","[""bad_crop"", ""generation_artifact""]",Corrupt tile with helmet split from color bar.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-066.jpg,,"{""asset_id"": ""live:vocab:enemy"", ""key"": ""enemy"", ""concept"": ""enemy"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/enemy.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""enemy"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-066.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-001-075.jsonl"", ""sha256"": ""b6e888756ce97edfcb1724837a1a502f2ef3bf83b1b9d28e838867c92ec89b37"", ""bytes"": 51156, ""notes"": ""Corrupt tile with helmet split from color bar."", ""reason_codes"": [""bad_crop"", ""generation_artifact""]}"
live:vocab:engineering,engineering,engineering,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/engineering.png,ART_REDO,"[""bad_crop"", ""generation_artifact""]","[""bad_crop"", ""generation_artifact""]",Corrupt tile with blueprint split from pom poms.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-066.jpg,,"{""asset_id"": ""live:vocab:engineering"", ""key"": ""engineering"", ""concept"": ""engineering"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/engineering.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""engineering"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-066.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-001-075.jsonl"", ""sha256"": ""cc612bc0c0914b867e21e827085c31b71a90b86588f9b68b1bd1d28f154879c0"", ""bytes"": 34446, ""notes"": ""Corrupt tile with blueprint split from pom poms."", ""reason_codes"": [""bad_crop"", ""generation_artifact""]}"
live:vocab:englishman,englishman,englishman,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/englishman.png,ART_REDO,"[""bad_crop"", ""generation_artifact""]","[""bad_crop"", ""generation_artifact""]",Corrupt tile with suit split from binoculars.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-066.jpg,,"{""asset_id"": ""live:vocab:englishman"", ""key"": ""englishman"", ""concept"": ""englishman"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/englishman.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""englishman"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-066.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-001-075.jsonl"", ""sha256"": ""aa66d35f580fb5c960e672efa1509ff8090c31ac0ba2d698577d99fc779d7cb8"", ""bytes"": 36449, ""notes"": ""Corrupt tile with suit split from binoculars."", ""reason_codes"": [""bad_crop"", ""generation_artifact""]}"
live:vocab:entertainer,entertainer,entertainer,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/entertainer.png,ART_REDO,"[""bad_crop"", ""generation_artifact""]","[""bad_crop"", ""generation_artifact""]",Corrupt tile with stool split from doorway.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-067.jpg,,"{""asset_id"": ""live:vocab:entertainer"", ""key"": ""entertainer"", ""concept"": ""entertainer"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/entertainer.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""entertainer"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-067.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-001-075.jsonl"", ""sha256"": ""f4c5eb7e6badc7b3d1f981cf83e94f2a15a35b679432f824948b0c752f48d1ad"", ""bytes"": 42859, ""notes"": ""Corrupt tile with stool split from doorway."", ""reason_codes"": [""bad_crop"", ""generation_artifact""]}"
live:vocab:enthusiasm,enthusiasm,enthusiasm,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/enthusiasm.png,ART_REDO,"[""bad_crop"", ""generation_artifact""]","[""bad_crop"", ""generation_artifact""]",Corrupt tile with bag severed.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-067.jpg,,"{""asset_id"": ""live:vocab:enthusiasm"", ""key"": ""enthusiasm"", ""concept"": ""enthusiasm"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/enthusiasm.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""enthusiasm"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-067.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-001-075.jsonl"", ""sha256"": ""aa7e7616e70a5d88f02d536fa84e2eaee5e4cbdf1967ecf6e823117d948b0ebb"", ""bytes"": 34428, ""notes"": ""Corrupt tile with bag severed."", ""reason_codes"": [""bad_crop"", ""generation_artifact""]}"
live:vocab:enthusiast,enthusiast,enthusiast,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/enthusiast.png,ART_REDO,"[""bad_crop"", ""generation_artifact""]","[""bad_crop"", ""generation_artifact""]",Corrupt tile with books severed.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-067.jpg,,"{""asset_id"": ""live:vocab:enthusiast"", ""key"": ""enthusiast"", ""concept"": ""enthusiast"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/enthusiast.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""enthusiast"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-067.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-001-075.jsonl"", ""sha256"": ""d45d2ba1412d97d8ce20ff98027961542a8b634f2e6c134757aa07fb9d42bbae"", ""bytes"": 31915, ""notes"": ""Corrupt tile with books severed."", ""reason_codes"": [""bad_crop"", ""generation_artifact""]}"
live:vocab:entry,entry,entry,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/entry.png,ART_REDO,"[""bad_crop"", ""generation_artifact""]","[""bad_crop"", ""generation_artifact""]",Corrupt tile with doorway severed.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-067.jpg,,"{""asset_id"": ""live:vocab:entry"", ""key"": ""entry"", ""concept"": ""entry"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/entry.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""entry"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-067.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-001-075.jsonl"", ""sha256"": ""cd1c719e691bbcdf276f3b203fdabac0a1e32d41789669253021824c97daf6ae"", ""bytes"": 23506, ""notes"": ""Corrupt tile with doorway severed."", ""reason_codes"": [""bad_crop"", ""generation_artifact""]}"
live:vocab:environmentalist,environmentalist,environmentalist,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/environmentalist.png,ART_REDO,"[""bad_crop"", ""generation_artifact""]","[""bad_crop"", ""generation_artifact""]",Corrupt tile with tote bag severed.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-067.jpg,,"{""asset_id"": ""live:vocab:environmentalist"", ""key"": ""environmentalist"", ""concept"": ""environmentalist"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/environmentalist.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""environmentalist"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-067.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-001-075.jsonl"", ""sha256"": ""34fcc00978837a26e81d9de4d29c6438015c99e8ea9a95f0adda12e638510b2f"", ""bytes"": 31804, ""notes"": ""Corrupt tile with tote bag severed."", ""reason_codes"": [""bad_crop"", ""generation_artifact""]}"
live:vocab:era,era,era,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/era.png,ART_REDO,"[""bad_crop"", ""generation_artifact""]","[""bad_crop"", ""generation_artifact""]",Corrupt tile with watches split from clipboard.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-067.jpg,,"{""asset_id"": ""live:vocab:era"", ""key"": ""era"", ""concept"": ""era"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/era.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""era"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-067.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-001-075.jsonl"", ""sha256"": ""80bab7469b5d5d6bf3d738e722e9947d40dbc68649c20551313afc36d6faf0af"", ""bytes"": 36700, ""notes"": ""Corrupt tile with watches split from clipboard."", ""reason_codes"": [""bad_crop"", ""generation_artifact""]}"
live:vocab:eraseboard,eraseboard,eraseboard,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/eraseboard.png,ART_REDO,"[""text_artifact""]","[""text_artifact""]",Text 'eraseboard' rendered directly on the image.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-067.jpg,,"{""asset_id"": ""live:vocab:eraseboard"", ""key"": ""eraseboard"", ""concept"": ""eraseboard"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/eraseboard.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""eraseboard"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-067.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-001-075.jsonl"", ""sha256"": ""4fde5997b7a2e04cb1d7fa8f01a378925a2312c0c720bcba2640fd3c9a647ef7"", ""bytes"": 66958, ""notes"": ""Text 'eraseboard' rendered directly on the image."", ""reason_codes"": [""text_artifact""]}"
live:vocab:erupt,erupt,erupt,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/erupt.png,ART_REDO,"[""wrong_concept""]","[""wrong_concept""]","Shows burglar climbing through window, labeled 'erupt'.",,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-067.jpg,,"{""asset_id"": ""live:vocab:erupt"", ""key"": ""erupt"", ""concept"": ""erupt"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/erupt.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""erupt"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-067.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-001-075.jsonl"", ""sha256"": ""8ac3b7ebe4b937c543d6ce6d967dbc72de16a70e0ea4adf4fd373019b6811dfc"", ""bytes"": 88066, ""notes"": ""Shows burglar climbing through window, labeled 'erupt'."", ""reason_codes"": [""wrong_concept""]}"
live:vocab:essence,essence,essence,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/essence.png,ART_REDO,"[""bad_crop"", ""generation_artifact""]","[""bad_crop"", ""generation_artifact""]",Corrupt tile with flowers split from apple basket.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-068.jpg,,"{""asset_id"": ""live:vocab:essence"", ""key"": ""essence"", ""concept"": ""essence"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/essence.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""essence"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-068.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-001-075.jsonl"", ""sha256"": ""ccd5216f86f276dacda79c4b63d0e215d183c9af4569ac04c35bf5120f96b4ff"", ""bytes"": 38135, ""notes"": ""Corrupt tile with flowers split from apple basket."", ""reason_codes"": [""bad_crop"", ""generation_artifact""]}"
live:vocab:eternity,eternity,eternity,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/eternity.png,ART_REDO,"[""bad_crop"", ""generation_artifact""]","[""bad_crop"", ""generation_artifact""]",Corrupt tile with infinity symbol split from scale.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-068.jpg,,"{""asset_id"": ""live:vocab:eternity"", ""key"": ""eternity"", ""concept"": ""eternity"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/eternity.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""eternity"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-068.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-001-075.jsonl"", ""sha256"": ""8cf06c549fed812a3203a5ce7e086cb400d19ebff24031e68cd486af3e1b594f"", ""bytes"": 26324, ""notes"": ""Corrupt tile with infinity symbol split from scale."", ""reason_codes"": [""bad_crop"", ""generation_artifact""]}"
live:vocab:examiner,examiner,examiner,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/examiner.png,ART_REDO,"[""bad_crop"", ""generation_artifact""]","[""bad_crop"", ""generation_artifact""]",Corrupt tile with clipboard split from wallet.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-068.jpg,,"{""asset_id"": ""live:vocab:examiner"", ""key"": ""examiner"", ""concept"": ""examiner"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/examiner.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""examiner"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-068.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-001-075.jsonl"", ""sha256"": ""abee1ae2c3b5c58ab1719e58855fb6f0bf050ea33fed3ad7b5d111b0080e6f76"", ""bytes"": 20384, ""notes"": ""Corrupt tile with clipboard split from wallet."", ""reason_codes"": [""bad_crop"", ""generation_artifact""]}"
live:vocab:excess,excess,excess,vocab,live,07_vocab-pack,production_asset,public/assets/07_vocab-pack/img/excess.png,ART_REDO,"[""bad_crop"", ""generation_artifact""]","[""bad_crop"", ""generation_artifact""]",Corrupt tile with apple basket severed.,,audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-068.jpg,,"{""asset_id"": ""live:vocab:excess"", ""key"": ""excess"", ""concept"": ""excess"", ""source_bank"": ""07_vocab-pack"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/07_vocab-pack/img/excess.png"", ""expected_asset_type"": ""vocab_icon"", ""expected_background_mode"": ""icon_image"", ""expected_concept_word"": ""excess"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/07-vocab-pack-vocab-icon-generated-068.jpg"", ""decision_source"": ""audit/visual-assets/decisions-vocab-001-075.jsonl"", ""sha256"": ""9174b47b8ca8d253f4d8c092dc2e5f6a387d3f309064b9098b1eb05897821817"", ""bytes"": 42765, ""notes"": ""Corrupt tile with apple basket severed."", ""reason_codes"": [""bad_crop"", ""generation_artifact""]}"
