asset_id,key,concept,major_family,live_vs_raw_harvest,source_bank,source_role,path,final_disposition,final_reason_codes,reason_codes,notes,final_review_follow_up,reviewed_from,repair_evidence_sheet,source_provenance
live:prop:aquarium-plant-seaweed-d,aquarium-plant-seaweed-d,aquarium plant seaweed d,props,live,09_props,production_asset,public/assets/09_props/img/aquarium-plant-seaweed-d.png,REVIEW,"[""low_resolution""]","[""low_resolution""]",Low resolution sprite with pixelated rendering or insufficient dimension (aquarium-plant-seaweed-d).,,audit/visual-assets/sheets/pending_visual/09-props-prop-cutout-aquarium-004.jpg,,"{""asset_id"": ""live:prop:aquarium-plant-seaweed-d"", ""key"": ""aquarium-plant-seaweed-d"", ""concept"": ""aquarium plant seaweed d"", ""source_bank"": ""09_props"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/09_props/img/aquarium-plant-seaweed-d.png"", ""expected_asset_type"": ""prop_cutout"", ""expected_background_mode"": ""alpha_cutout"", ""expected_concept_word"": ""aquarium plant seaweed d"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/09-props-prop-cutout-aquarium-004.jpg"", ""decision_source"": ""audit/visual-assets/decisions-props-remaining.jsonl"", ""sha256"": ""7f364485a71ccfead5eb80f180a40a38a38d2788dfd13f02dfc04095c59dc32b"", ""bytes"": 15014, ""notes"": ""Low resolution sprite with pixelated rendering or insufficient dimension (aquarium-plant-seaweed-d)."", ""reason_codes"": [""low_resolution""]}"
live:prop:aquarium-sand-dollar-pattern,aquarium-sand-dollar-pattern,aquarium sand dollar pattern,props,live,09_props,production_asset,public/assets/09_props/img/aquarium-sand-dollar-pattern.png,REVIEW,"[""low_resolution""]","[""low_resolution""]",Low resolution sprite with pixelated rendering or insufficient dimension (aquarium-sand-dollar-pattern).,,audit/visual-assets/sheets/pending_visual/09-props-prop-cutout-aquarium-004.jpg,,"{""asset_id"": ""live:prop:aquarium-sand-dollar-pattern"", ""key"": ""aquarium-sand-dollar-pattern"", ""concept"": ""aquarium sand dollar pattern"", ""source_bank"": ""09_props"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/09_props/img/aquarium-sand-dollar-pattern.png"", ""expected_asset_type"": ""prop_cutout"", ""expected_background_mode"": ""alpha_cutout"", ""expected_concept_word"": ""aquarium sand dollar pattern"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/09-props-prop-cutout-aquarium-004.jpg"", ""decision_source"": ""audit/visual-assets/decisions-props-remaining.jsonl"", ""sha256"": ""706ba65e165300f85e2a93b53c0c2df09c4b1749676d7d8f7e40a89ed781d144"", ""bytes"": 10879, ""notes"": ""Low resolution sprite with pixelated rendering or insufficient dimension (aquarium-sand-dollar-pattern)."", ""reason_codes"": [""low_resolution""]}"
live:prop:aquarium-seahorse,aquarium-seahorse,aquarium seahorse,props,live,09_props,production_asset,public/assets/09_props/img/aquarium-seahorse.png,REVIEW,"[""exact_duplicate""]","[""exact_duplicate""]",Duplicate asset matching existing cutout prop across packs (aquarium-seahorse).,,audit/visual-assets/sheets/pending_visual/09-props-prop-cutout-aquarium-004.jpg,,"{""asset_id"": ""live:prop:aquarium-seahorse"", ""key"": ""aquarium-seahorse"", ""concept"": ""aquarium seahorse"", ""source_bank"": ""09_props"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/09_props/img/aquarium-seahorse.png"", ""expected_asset_type"": ""prop_cutout"", ""expected_background_mode"": ""alpha_cutout"", ""expected_concept_word"": ""aquarium seahorse"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/09-props-prop-cutout-aquarium-004.jpg"", ""decision_source"": ""audit/visual-assets/decisions-props-remaining.jsonl"", ""sha256"": ""0897b1c508f658e9174f6c3ab070006d840bee404a98afc9a7d74c2ce3f868e6"", ""bytes"": 51333, ""notes"": ""Duplicate asset matching existing cutout prop across packs (aquarium-seahorse)."", ""reason_codes"": [""exact_duplicate""]}"
live:prop:aquarium-seahorse-orange,aquarium-seahorse-orange,aquarium seahorse orange,props,live,09_props,production_asset,public/assets/09_props/img/aquarium-seahorse-orange.png,REVIEW,"[""low_resolution""]","[""low_resolution""]",Low resolution sprite with pixelated rendering or insufficient dimension (aquarium-seahorse-orange).,,audit/visual-assets/sheets/pending_visual/09-props-prop-cutout-aquarium-004.jpg,,"{""asset_id"": ""live:prop:aquarium-seahorse-orange"", ""key"": ""aquarium-seahorse-orange"", ""concept"": ""aquarium seahorse orange"", ""source_bank"": ""09_props"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/09_props/img/aquarium-seahorse-orange.png"", ""expected_asset_type"": ""prop_cutout"", ""expected_background_mode"": ""alpha_cutout"", ""expected_concept_word"": ""aquarium seahorse orange"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/09-props-prop-cutout-aquarium-004.jpg"", ""decision_source"": ""audit/visual-assets/decisions-props-remaining.jsonl"", ""sha256"": ""4eb34b43cd291101dfd9fe136d600ed097153bd7a7376be5231a23c9a083cdb4"", ""bytes"": 14343, ""notes"": ""Low resolution sprite with pixelated rendering or insufficient dimension (aquarium-seahorse-orange)."", ""reason_codes"": [""low_resolution""]}"
live:prop:aquarium-seahorse-v2,aquarium-seahorse-v2,aquarium seahorse v2,props,live,09_props,production_asset,public/assets/09_props/img/aquarium-seahorse-v2.png,REVIEW,"[""exact_duplicate""]","[""exact_duplicate""]",Duplicate asset matching existing cutout prop across packs (aquarium-seahorse-v2).,,audit/visual-assets/sheets/pending_visual/09-props-prop-cutout-aquarium-004.jpg,,"{""asset_id"": ""live:prop:aquarium-seahorse-v2"", ""key"": ""aquarium-seahorse-v2"", ""concept"": ""aquarium seahorse v2"", ""source_bank"": ""09_props"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/09_props/img/aquarium-seahorse-v2.png"", ""expected_asset_type"": ""prop_cutout"", ""expected_background_mode"": ""alpha_cutout"", ""expected_concept_word"": ""aquarium seahorse v2"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/09-props-prop-cutout-aquarium-004.jpg"", ""decision_source"": ""audit/visual-assets/decisions-props-remaining.jsonl"", ""sha256"": ""0897b1c508f658e9174f6c3ab070006d840bee404a98afc9a7d74c2ce3f868e6"", ""bytes"": 51333, ""notes"": ""Duplicate asset matching existing cutout prop across packs (aquarium-seahorse-v2)."", ""reason_codes"": [""exact_duplicate""]}"
live:prop:aquarium-seashell,aquarium-seashell,aquarium seashell,props,live,09_props,production_asset,public/assets/09_props/img/aquarium-seashell.png,REVIEW,"[""exact_duplicate""]","[""exact_duplicate""]",Duplicate asset matching existing cutout prop across packs (aquarium-seashell).,,audit/visual-assets/sheets/pending_visual/09-props-prop-cutout-aquarium-004.jpg,,"{""asset_id"": ""live:prop:aquarium-seashell"", ""key"": ""aquarium-seashell"", ""concept"": ""aquarium seashell"", ""source_bank"": ""09_props"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/09_props/img/aquarium-seashell.png"", ""expected_asset_type"": ""prop_cutout"", ""expected_background_mode"": ""alpha_cutout"", ""expected_concept_word"": ""aquarium seashell"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/09-props-prop-cutout-aquarium-004.jpg"", ""decision_source"": ""audit/visual-assets/decisions-props-remaining.jsonl"", ""sha256"": ""5cfe61f9c2415c3ddcb2b45e47c00678988de087a9836c7ed88152d4288be756"", ""bytes"": 112081, ""notes"": ""Duplicate asset matching existing cutout prop across packs (aquarium-seashell)."", ""reason_codes"": [""exact_duplicate""]}"
live:prop:aquarium-seashell-v2,aquarium-seashell-v2,aquarium seashell v2,props,live,09_props,production_asset,public/assets/09_props/img/aquarium-seashell-v2.png,REVIEW,"[""exact_duplicate""]","[""exact_duplicate""]",Duplicate asset matching existing cutout prop across packs (aquarium-seashell-v2).,,audit/visual-assets/sheets/pending_visual/09-props-prop-cutout-aquarium-004.jpg,,"{""asset_id"": ""live:prop:aquarium-seashell-v2"", ""key"": ""aquarium-seashell-v2"", ""concept"": ""aquarium seashell v2"", ""source_bank"": ""09_props"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/09_props/img/aquarium-seashell-v2.png"", ""expected_asset_type"": ""prop_cutout"", ""expected_background_mode"": ""alpha_cutout"", ""expected_concept_word"": ""aquarium seashell v2"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/09-props-prop-cutout-aquarium-004.jpg"", ""decision_source"": ""audit/visual-assets/decisions-props-remaining.jsonl"", ""sha256"": ""5cfe61f9c2415c3ddcb2b45e47c00678988de087a9836c7ed88152d4288be756"", ""bytes"": 112081, ""notes"": ""Duplicate asset matching existing cutout prop across packs (aquarium-seashell-v2)."", ""reason_codes"": [""exact_duplicate""]}"
live:prop:aquarium-shell-blue,aquarium-shell-blue,aquarium shell blue,props,live,09_props,production_asset,public/assets/09_props/img/aquarium-shell-blue.png,REVIEW,"[""low_resolution""]","[""low_resolution""]",Low resolution sprite with pixelated rendering or insufficient dimension (aquarium-shell-blue).,,audit/visual-assets/sheets/pending_visual/09-props-prop-cutout-aquarium-004.jpg,,"{""asset_id"": ""live:prop:aquarium-shell-blue"", ""key"": ""aquarium-shell-blue"", ""concept"": ""aquarium shell blue"", ""source_bank"": ""09_props"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/09_props/img/aquarium-shell-blue.png"", ""expected_asset_type"": ""prop_cutout"", ""expected_background_mode"": ""alpha_cutout"", ""expected_concept_word"": ""aquarium shell blue"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/09-props-prop-cutout-aquarium-004.jpg"", ""decision_source"": ""audit/visual-assets/decisions-props-remaining.jsonl"", ""sha256"": ""da079a1f6cc1139d23dd1639afad7f0b8202e8c2fb83099adcde89cb38d30cef"", ""bytes"": 12123, ""notes"": ""Low resolution sprite with pixelated rendering or insufficient dimension (aquarium-shell-blue)."", ""reason_codes"": [""low_resolution""]}"
live:prop:aquarium-shell-clam,aquarium-shell-clam,aquarium shell clam,props,live,09_props,production_asset,public/assets/09_props/img/aquarium-shell-clam.png,REVIEW,"[""low_resolution""]","[""low_resolution""]",Low resolution sprite with pixelated rendering or insufficient dimension (aquarium-shell-clam).,,audit/visual-assets/sheets/pending_visual/09-props-prop-cutout-aquarium-004.jpg,,"{""asset_id"": ""live:prop:aquarium-shell-clam"", ""key"": ""aquarium-shell-clam"", ""concept"": ""aquarium shell clam"", ""source_bank"": ""09_props"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/09_props/img/aquarium-shell-clam.png"", ""expected_asset_type"": ""prop_cutout"", ""expected_background_mode"": ""alpha_cutout"", ""expected_concept_word"": ""aquarium shell clam"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/09-props-prop-cutout-aquarium-004.jpg"", ""decision_source"": ""audit/visual-assets/decisions-props-remaining.jsonl"", ""sha256"": ""bef315216d2b22a33f6d6c4b130da6cd4789747009a154444b876616c44c9e5f"", ""bytes"": 13243, ""notes"": ""Low resolution sprite with pixelated rendering or insufficient dimension (aquarium-shell-clam)."", ""reason_codes"": [""low_resolution""]}"
live:prop:aquarium-shell-conch,aquarium-shell-conch,aquarium shell conch,props,live,09_props,production_asset,public/assets/09_props/img/aquarium-shell-conch.png,REVIEW,"[""low_resolution""]","[""low_resolution""]",Low resolution sprite with pixelated rendering or insufficient dimension (aquarium-shell-conch).,,audit/visual-assets/sheets/pending_visual/09-props-prop-cutout-aquarium-004.jpg,,"{""asset_id"": ""live:prop:aquarium-shell-conch"", ""key"": ""aquarium-shell-conch"", ""concept"": ""aquarium shell conch"", ""source_bank"": ""09_props"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/09_props/img/aquarium-shell-conch.png"", ""expected_asset_type"": ""prop_cutout"", ""expected_background_mode"": ""alpha_cutout"", ""expected_concept_word"": ""aquarium shell conch"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/09-props-prop-cutout-aquarium-004.jpg"", ""decision_source"": ""audit/visual-assets/decisions-props-remaining.jsonl"", ""sha256"": ""15f183a49d43d87f42fb9f4d51ed90aba7ae8235f9ab8f0d710a389e80ddc1eb"", ""bytes"": 13675, ""notes"": ""Low resolution sprite with pixelated rendering or insufficient dimension (aquarium-shell-conch)."", ""reason_codes"": [""low_resolution""]}"
live:prop:aquarium-shell-conch-b,aquarium-shell-conch-b,aquarium shell conch b,props,live,09_props,production_asset,public/assets/09_props/img/aquarium-shell-conch-b.png,REVIEW,"[""low_resolution""]","[""low_resolution""]",Low resolution sprite with pixelated rendering or insufficient dimension (aquarium-shell-conch-b).,,audit/visual-assets/sheets/pending_visual/09-props-prop-cutout-aquarium-004.jpg,,"{""asset_id"": ""live:prop:aquarium-shell-conch-b"", ""key"": ""aquarium-shell-conch-b"", ""concept"": ""aquarium shell conch b"", ""source_bank"": ""09_props"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/09_props/img/aquarium-shell-conch-b.png"", ""expected_asset_type"": ""prop_cutout"", ""expected_background_mode"": ""alpha_cutout"", ""expected_concept_word"": ""aquarium shell conch b"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/09-props-prop-cutout-aquarium-004.jpg"", ""decision_source"": ""audit/visual-assets/decisions-props-remaining.jsonl"", ""sha256"": ""f250a6829ab87151deb2f1f9b611b77df6d8dfe8ae256064357878752b23745b"", ""bytes"": 11662, ""notes"": ""Low resolution sprite with pixelated rendering or insufficient dimension (aquarium-shell-conch-b)."", ""reason_codes"": [""low_resolution""]}"
live:prop:aquarium-shell-scallop,aquarium-shell-scallop,aquarium shell scallop,props,live,09_props,production_asset,public/assets/09_props/img/aquarium-shell-scallop.png,REVIEW,"[""low_resolution""]","[""low_resolution""]",Low resolution sprite with pixelated rendering or insufficient dimension (aquarium-shell-scallop).,,audit/visual-assets/sheets/pending_visual/09-props-prop-cutout-aquarium-004.jpg,,"{""asset_id"": ""live:prop:aquarium-shell-scallop"", ""key"": ""aquarium-shell-scallop"", ""concept"": ""aquarium shell scallop"", ""source_bank"": ""09_props"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/09_props/img/aquarium-shell-scallop.png"", ""expected_asset_type"": ""prop_cutout"", ""expected_background_mode"": ""alpha_cutout"", ""expected_concept_word"": ""aquarium shell scallop"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/09-props-prop-cutout-aquarium-004.jpg"", ""decision_source"": ""audit/visual-assets/decisions-props-remaining.jsonl"", ""sha256"": ""dcfdb6a66c9901760aa6375c615a62c8246ead37572f5748427d793e4f9bbeb3"", ""bytes"": 14206, ""notes"": ""Low resolution sprite with pixelated rendering or insufficient dimension (aquarium-shell-scallop)."", ""reason_codes"": [""low_resolution""]}"
live:prop:aquarium-snorkel,aquarium-snorkel,aquarium snorkel,props,live,09_props,production_asset,public/assets/09_props/img/aquarium-snorkel.png,REVIEW,"[""exact_duplicate""]","[""exact_duplicate""]",Duplicate asset matching existing cutout prop across packs (aquarium-snorkel).,,audit/visual-assets/sheets/pending_visual/09-props-prop-cutout-aquarium-005.jpg,,"{""asset_id"": ""live:prop:aquarium-snorkel"", ""key"": ""aquarium-snorkel"", ""concept"": ""aquarium snorkel"", ""source_bank"": ""09_props"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/09_props/img/aquarium-snorkel.png"", ""expected_asset_type"": ""prop_cutout"", ""expected_background_mode"": ""alpha_cutout"", ""expected_concept_word"": ""aquarium snorkel"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/09-props-prop-cutout-aquarium-005.jpg"", ""decision_source"": ""audit/visual-assets/decisions-props-remaining.jsonl"", ""sha256"": ""e52c662c0d6785ab3da9f4a8ea400d9b1e047f13fc36bb94aaa3daa87bab84ff"", ""bytes"": 34893, ""notes"": ""Duplicate asset matching existing cutout prop across packs (aquarium-snorkel)."", ""reason_codes"": [""exact_duplicate""]}"
live:prop:aquarium-snorkel-v2,aquarium-snorkel-v2,aquarium snorkel v2,props,live,09_props,production_asset,public/assets/09_props/img/aquarium-snorkel-v2.png,REVIEW,"[""exact_duplicate""]","[""exact_duplicate""]",Duplicate asset matching existing cutout prop across packs (aquarium-snorkel-v2).,,audit/visual-assets/sheets/pending_visual/09-props-prop-cutout-aquarium-005.jpg,,"{""asset_id"": ""live:prop:aquarium-snorkel-v2"", ""key"": ""aquarium-snorkel-v2"", ""concept"": ""aquarium snorkel v2"", ""source_bank"": ""09_props"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/09_props/img/aquarium-snorkel-v2.png"", ""expected_asset_type"": ""prop_cutout"", ""expected_background_mode"": ""alpha_cutout"", ""expected_concept_word"": ""aquarium snorkel v2"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/09-props-prop-cutout-aquarium-005.jpg"", ""decision_source"": ""audit/visual-assets/decisions-props-remaining.jsonl"", ""sha256"": ""e52c662c0d6785ab3da9f4a8ea400d9b1e047f13fc36bb94aaa3daa87bab84ff"", ""bytes"": 34893, ""notes"": ""Duplicate asset matching existing cutout prop across packs (aquarium-snorkel-v2)."", ""reason_codes"": [""exact_duplicate""]}"
live:prop:aquarium-starfish,aquarium-starfish,aquarium starfish,props,live,09_props,production_asset,public/assets/09_props/img/aquarium-starfish.png,REVIEW,"[""exact_duplicate""]","[""exact_duplicate""]",Duplicate asset matching existing cutout prop across packs (aquarium-starfish).,,audit/visual-assets/sheets/pending_visual/09-props-prop-cutout-aquarium-005.jpg,,"{""asset_id"": ""live:prop:aquarium-starfish"", ""key"": ""aquarium-starfish"", ""concept"": ""aquarium starfish"", ""source_bank"": ""09_props"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/09_props/img/aquarium-starfish.png"", ""expected_asset_type"": ""prop_cutout"", ""expected_background_mode"": ""alpha_cutout"", ""expected_concept_word"": ""aquarium starfish"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/09-props-prop-cutout-aquarium-005.jpg"", ""decision_source"": ""audit/visual-assets/decisions-props-remaining.jsonl"", ""sha256"": ""ff4a942d792efaea8e66fc7e060d4821de263dca570f1c38f51aa8fab8dda141"", ""bytes"": 105676, ""notes"": ""Duplicate asset matching existing cutout prop across packs (aquarium-starfish)."", ""reason_codes"": [""exact_duplicate""]}"
live:prop:aquarium-starfish-orange-b,aquarium-starfish-orange-b,aquarium starfish orange b,props,live,09_props,production_asset,public/assets/09_props/img/aquarium-starfish-orange-b.png,REVIEW,"[""low_resolution""]","[""low_resolution""]",Low resolution sprite with pixelated rendering or insufficient dimension (aquarium-starfish-orange-b).,,audit/visual-assets/sheets/pending_visual/09-props-prop-cutout-aquarium-005.jpg,,"{""asset_id"": ""live:prop:aquarium-starfish-orange-b"", ""key"": ""aquarium-starfish-orange-b"", ""concept"": ""aquarium starfish orange b"", ""source_bank"": ""09_props"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/09_props/img/aquarium-starfish-orange-b.png"", ""expected_asset_type"": ""prop_cutout"", ""expected_background_mode"": ""alpha_cutout"", ""expected_concept_word"": ""aquarium starfish orange b"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/09-props-prop-cutout-aquarium-005.jpg"", ""decision_source"": ""audit/visual-assets/decisions-props-remaining.jsonl"", ""sha256"": ""e404dc464b0d69262e37012c995772aeb99e13df8bffdb54bc812c6ed5e1e636"", ""bytes"": 13482, ""notes"": ""Low resolution sprite with pixelated rendering or insufficient dimension (aquarium-starfish-orange-b)."", ""reason_codes"": [""low_resolution""]}"
live:prop:aquarium-starfish-v2,aquarium-starfish-v2,aquarium starfish v2,props,live,09_props,production_asset,public/assets/09_props/img/aquarium-starfish-v2.png,REVIEW,"[""exact_duplicate""]","[""exact_duplicate""]",Duplicate asset matching existing cutout prop across packs (aquarium-starfish-v2).,,audit/visual-assets/sheets/pending_visual/09-props-prop-cutout-aquarium-005.jpg,,"{""asset_id"": ""live:prop:aquarium-starfish-v2"", ""key"": ""aquarium-starfish-v2"", ""concept"": ""aquarium starfish v2"", ""source_bank"": ""09_props"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/09_props/img/aquarium-starfish-v2.png"", ""expected_asset_type"": ""prop_cutout"", ""expected_background_mode"": ""alpha_cutout"", ""expected_concept_word"": ""aquarium starfish v2"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/09-props-prop-cutout-aquarium-005.jpg"", ""decision_source"": ""audit/visual-assets/decisions-props-remaining.jsonl"", ""sha256"": ""ff4a942d792efaea8e66fc7e060d4821de263dca570f1c38f51aa8fab8dda141"", ""bytes"": 105676, ""notes"": ""Duplicate asset matching existing cutout prop across packs (aquarium-starfish-v2)."", ""reason_codes"": [""exact_duplicate""]}"
live:prop:aquarium-tank-v2,aquarium-tank-v2,aquarium tank v2,props,live,09_props,production_asset,public/assets/09_props/img/aquarium-tank-v2.png,REVIEW,"[""exact_duplicate""]","[""exact_duplicate""]",Duplicate asset matching existing cutout prop across packs (aquarium-tank-v2).,,audit/visual-assets/sheets/pending_visual/09-props-prop-cutout-aquarium-005.jpg,,"{""asset_id"": ""live:prop:aquarium-tank-v2"", ""key"": ""aquarium-tank-v2"", ""concept"": ""aquarium tank v2"", ""source_bank"": ""09_props"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/09_props/img/aquarium-tank-v2.png"", ""expected_asset_type"": ""prop_cutout"", ""expected_background_mode"": ""alpha_cutout"", ""expected_concept_word"": ""aquarium tank v2"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/09-props-prop-cutout-aquarium-005.jpg"", ""decision_source"": ""audit/visual-assets/decisions-props-remaining.jsonl"", ""sha256"": ""b26b0987aa1f710a11faa2b87c6bf2170aa69c8d02fb3f3366059676cfe7ede6"", ""bytes"": 122484, ""notes"": ""Duplicate asset matching existing cutout prop across packs (aquarium-tank-v2)."", ""reason_codes"": [""exact_duplicate""]}"
live:prop:aquarium-treasure-chest-ornament,aquarium-treasure-chest-ornament,aquarium treasure chest ornament,props,live,09_props,production_asset,public/assets/09_props/img/aquarium-treasure-chest-ornament.png,REVIEW,"[""exact_duplicate""]","[""exact_duplicate""]",Duplicate asset matching existing cutout prop across packs (aquarium-treasure-chest-ornament).,,audit/visual-assets/sheets/pending_visual/09-props-prop-cutout-aquarium-005.jpg,,"{""asset_id"": ""live:prop:aquarium-treasure-chest-ornament"", ""key"": ""aquarium-treasure-chest-ornament"", ""concept"": ""aquarium treasure chest ornament"", ""source_bank"": ""09_props"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/09_props/img/aquarium-treasure-chest-ornament.png"", ""expected_asset_type"": ""prop_cutout"", ""expected_background_mode"": ""alpha_cutout"", ""expected_concept_word"": ""aquarium treasure chest ornament"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/09-props-prop-cutout-aquarium-005.jpg"", ""decision_source"": ""audit/visual-assets/decisions-props-remaining.jsonl"", ""sha256"": ""0f0597f89c6a56197db1b07e71f3961278a0650e8a3851e06941c7c5640bf758"", ""bytes"": 121440, ""notes"": ""Duplicate asset matching existing cutout prop across packs (aquarium-treasure-chest-ornament)."", ""reason_codes"": [""exact_duplicate""]}"
live:prop:aquarium-treasure-chest-ornament-v2,aquarium-treasure-chest-ornament-v2,aquarium treasure chest ornament v2,props,live,09_props,production_asset,public/assets/09_props/img/aquarium-treasure-chest-ornament-v2.png,REVIEW,"[""exact_duplicate""]","[""exact_duplicate""]",Duplicate asset matching existing cutout prop across packs (aquarium-treasure-chest-ornament-v2).,,audit/visual-assets/sheets/pending_visual/09-props-prop-cutout-aquarium-005.jpg,,"{""asset_id"": ""live:prop:aquarium-treasure-chest-ornament-v2"", ""key"": ""aquarium-treasure-chest-ornament-v2"", ""concept"": ""aquarium treasure chest ornament v2"", ""source_bank"": ""09_props"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/09_props/img/aquarium-treasure-chest-ornament-v2.png"", ""expected_asset_type"": ""prop_cutout"", ""expected_background_mode"": ""alpha_cutout"", ""expected_concept_word"": ""aquarium treasure chest ornament v2"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/09-props-prop-cutout-aquarium-005.jpg"", ""decision_source"": ""audit/visual-assets/decisions-props-remaining.jsonl"", ""sha256"": ""0f0597f89c6a56197db1b07e71f3961278a0650e8a3851e06941c7c5640bf758"", ""bytes"": 121440, ""notes"": ""Duplicate asset matching existing cutout prop across packs (aquarium-treasure-chest-ornament-v2)."", ""reason_codes"": [""exact_duplicate""]}"
live:prop:aquarium-turtle,aquarium-turtle,aquarium turtle,props,live,09_props,production_asset,public/assets/09_props/img/aquarium-turtle.png,REVIEW,"[""exact_duplicate""]","[""exact_duplicate""]",Duplicate asset matching existing cutout prop across packs (aquarium-turtle).,,audit/visual-assets/sheets/pending_visual/09-props-prop-cutout-aquarium-005.jpg,,"{""asset_id"": ""live:prop:aquarium-turtle"", ""key"": ""aquarium-turtle"", ""concept"": ""aquarium turtle"", ""source_bank"": ""09_props"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/09_props/img/aquarium-turtle.png"", ""expected_asset_type"": ""prop_cutout"", ""expected_background_mode"": ""alpha_cutout"", ""expected_concept_word"": ""aquarium turtle"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/09-props-prop-cutout-aquarium-005.jpg"", ""decision_source"": ""audit/visual-assets/decisions-props-remaining.jsonl"", ""sha256"": ""9c47217168d4fbda4e6f2ec804d2ac93305c599c01d561fd846d06b55416c31f"", ""bytes"": 111000, ""notes"": ""Duplicate asset matching existing cutout prop across packs (aquarium-turtle)."", ""reason_codes"": [""exact_duplicate""]}"
live:prop:aquarium-turtle-v2,aquarium-turtle-v2,aquarium turtle v2,props,live,09_props,production_asset,public/assets/09_props/img/aquarium-turtle-v2.png,REVIEW,"[""exact_duplicate""]","[""exact_duplicate""]",Duplicate asset matching existing cutout prop across packs (aquarium-turtle-v2).,,audit/visual-assets/sheets/pending_visual/09-props-prop-cutout-aquarium-005.jpg,,"{""asset_id"": ""live:prop:aquarium-turtle-v2"", ""key"": ""aquarium-turtle-v2"", ""concept"": ""aquarium turtle v2"", ""source_bank"": ""09_props"", ""source_role"": ""production_asset"", ""source_path"": ""public/assets/09_props/img/aquarium-turtle-v2.png"", ""expected_asset_type"": ""prop_cutout"", ""expected_background_mode"": ""alpha_cutout"", ""expected_concept_word"": ""aquarium turtle v2"", ""reviewed_from"": ""audit/visual-assets/sheets/pending_visual/09-props-prop-cutout-aquarium-005.jpg"", ""decision_source"": ""audit/visual-assets/decisions-props-remaining.jsonl"", ""sha256"": ""9c47217168d4fbda4e6f2ec804d2ac93305c599c01d561fd846d06b55416c31f"", ""bytes"": 111000, ""notes"": ""Duplicate asset matching existing cutout prop across packs (aquarium-turtle-v2)."", ""reason_codes"": [""exact_duplicate""]}"
